                    *********************************************************************************
                    *  Z= 61 A=148: Positive-Parity Spin-dependent Level Density [MeV-1] for PM148  *
  70.00  2.281  3.04E+21 2.26E+20 1.37E+21 2.72E+17 6.57E+19 1.14E+20 3.08E+19 4.10E+16 2.32E+18 4.94E+13 4.12E+13 3.10E+11 4.71E+13 5.94E+14 4.63E+18 1.10E+15 3.86E+16 1.79E+17 1.42E+18 4.75E+18 1.31E+16 1.78E+16 2.03E+16 2.27E+16 2.50E+16 2.74E+16 2.95E+16 3.22E+16 3.83E+16 5.36E+16 7.56E+16 8.47E+16 4.49E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.438  7.92E+21 7.51E+20 8.86E+21 5.45E+17 1.31E+20 2.29E+20 6.17E+19 8.19E+16 7.26E+19 2.35E+14 1.95E+14 6.63E+11 2.64E+14 5.78E+15 2.40E+20 2.18E+15 7.71E+16 3.59E+17 2.83E+18 9.50E+18 3.90E+16 5.32E+16 6.08E+16 6.77E+16 7.49E+16 8.20E+16 8.84E+16 9.64E+16 1.15E+17 1.61E+17 2.27E+17 2.54E+17 1.35E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.586  8.98E+22 1.56E+22 3.17E+23 1.09E+18 2.63E+20 4.58E+20 1.23E+20 1.63E+17 2.27E+21 1.12E+15 9.22E+14 1.42E+12 1.48E+15 5.63E+16 1.25E+22 4.35E+15 1.54E+17 7.17E+17 5.67E+18 1.90E+19 1.16E+17 1.59E+17 1.81E+17 2.02E+17 2.24E+17 2.45E+17 2.65E+17 2.89E+17 3.44E+17 4.82E+17 6.80E+17 7.62E+17 4.04E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.726  3.77E+24 7.21E+23 1.57E+25 2.18E+18 5.25E+20 9.16E+20 2.47E+20 3.25E+17 7.10E+22 5.33E+15 4.36E+15 3.03E+12 8.27E+15 5.48E+17 6.48E+23 8.65E+15 3.08E+17 1.43E+18 1.13E+19 3.80E+19 3.46E+17 4.74E+17 5.42E+17 6.05E+17 6.70E+17 7.35E+17 7.93E+17 8.65E+17 1.03E+18 1.44E+18 2.04E+18 2.29E+18 1.21E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.859  1.87E+26 3.59E+25 7.98E+26 4.35E+18 1.05E+21 1.83E+21 4.93E+20 6.49E+17 2.22E+24 2.54E+16 2.07E+16 6.47E+12 4.63E+16 5.34E+18 3.36E+25 1.72E+16 6.15E+17 2.87E+18 2.27E+19 7.60E+19 1.03E+18 1.41E+18 1.62E+18 1.81E+18 2.00E+18 2.20E+18 2.37E+18 2.59E+18 3.09E+18 4.33E+18 6.11E+18 6.85E+18 3.64E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.986  9.44E+27 1.82E+27 4.09E+28 8.71E+18 2.10E+21 3.66E+21 9.86E+20 1.29E+18 6.93E+25 1.21E+17 9.77E+16 1.38E+13 2.60E+17 5.20E+19 1.75E+27 3.43E+16 1.23E+18 5.73E+18 4.53E+19 1.52E+20 3.07E+18 4.22E+18 4.84E+18 5.41E+18 5.99E+18 6.58E+18 7.11E+18 7.76E+18 9.25E+18 1.30E+19 1.83E+19 2.06E+19 1.09E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.108  4.83E+29 9.28E+28 2.11E+30 1.74E+19 4.20E+21 7.32E+21 1.97E+21 2.58E+18 2.17E+27 5.75E+17 4.62E+17 2.95E+13 1.45E+18 5.06E+20 9.07E+28 6.83E+16 2.46E+18 1.15E+19 9.06E+19 3.04E+20 9.16E+18 1.26E+19 1.44E+19 1.62E+19 1.79E+19 1.97E+19 2.13E+19 2.33E+19 2.77E+19 3.89E+19 5.49E+19 6.16E+19 3.27E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.226  2.48E+31 4.77E+30 1.09E+32 3.48E+19 8.40E+21 1.46E+22 3.94E+21 5.15E+18 6.77E+28 2.74E+18 2.19E+18 6.31E+13 8.14E+18 4.93E+21 4.71E+30 1.36E+17 4.91E+18 2.29E+19 1.81E+20 6.08E+20 2.73E+19 3.76E+19 4.32E+19 4.83E+19 5.36E+19 5.90E+19 6.37E+19 6.97E+19 8.31E+19 1.17E+20 1.65E+20 1.85E+20 9.81E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.339  1.28E+33 2.46E+32 5.64E+33 6.96E+19 1.68E+22 2.93E+22 7.88E+21 1.03E+19 2.12E+30 1.30E+19 1.04E+19 1.35E+14 4.56E+19 4.80E+22 2.44E+32 2.71E+17 9.81E+18 4.58E+19 3.62E+20 1.21E+21 8.14E+19 1.12E+20 1.29E+20 1.45E+20 1.60E+20 1.76E+20 1.91E+20 2.09E+20 2.49E+20 3.49E+20 4.94E+20 5.54E+20 2.94E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.448  6.63E+34 1.28E+34 2.92E+35 1.39E+20 3.36E+22 5.86E+22 1.58E+22 2.05E+19 6.62E+31 6.21E+19 4.90E+19 2.88E+14 2.55E+20 4.67E+23 1.27E+34 5.39E+17 1.96E+19 9.15E+19 7.25E+20 2.43E+21 2.43E+20 3.35E+20 3.85E+20 4.32E+20 4.80E+20 5.28E+20 5.71E+20 6.25E+20 7.46E+20 1.05E+21 1.48E+21 1.66E+21 8.83E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.555  3.43E+36 6.61E+35 1.52E+37 2.78E+20 6.72E+22 1.17E+23 3.15E+22 4.08E+19 2.07E+33 2.96E+20 2.32E+20 6.16E+14 1.43E+21 4.55E+24 6.59E+35 1.07E+18 3.91E+19 1.83E+20 1.45E+21 4.86E+21 7.23E+20 1.00E+21 1.15E+21 1.29E+21 1.44E+21 1.58E+21 1.71E+21 1.87E+21 2.24E+21 3.14E+21 4.44E+21 4.98E+21 2.65E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.658  1.78E+38 3.43E+37 7.87E+38 5.56E+20 1.34E+23 2.34E+23 6.30E+22 8.13E+19 6.47E+34 1.41E+21 1.10E+21 1.32E+15 8.02E+21 4.43E+25 3.42E+37 2.14E+18 7.82E+19 3.66E+20 2.90E+21 9.72E+21 2.15E+21 2.98E+21 3.44E+21 3.86E+21 4.30E+21 4.73E+21 5.12E+21 5.61E+21 6.70E+21 9.41E+21 1.33E+22 1.49E+22 7.94E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.758  9.23E+39 1.78E+39 4.08E+40 1.11E+21 2.69E+23 4.68E+23 1.26E+23 1.62E+20 2.02E+36 6.70E+21 5.19E+21 2.82E+15 4.49E+22 4.31E+26 1.77E+39 4.26E+18 1.56E+20 7.31E+20 5.79E+21 1.94E+22 6.42E+21 8.91E+21 1.03E+22 1.15E+22 1.28E+22 1.42E+22 1.53E+22 1.68E+22 2.01E+22 2.82E+22 3.99E+22 4.48E+22 2.38E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.855  4.79E+41 9.22E+40 2.12E+42 2.22E+21 5.37E+23 9.36E+23 2.52E+23 3.23E+20 6.32E+37 3.19E+22 2.46E+22 6.02E+15 2.51E+23 4.20E+27 9.22E+40 8.48E+18 3.12E+20 1.46E+21 1.16E+22 3.89E+22 1.91E+22 2.66E+22 3.07E+22 3.45E+22 3.84E+22 4.24E+22 4.59E+22 5.03E+22 6.02E+22 8.46E+22 1.20E+23 1.34E+23 7.14E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
