                    *********************************************************************************
                    *  Z= 66 A=157: Positive-Parity Spin-dependent Level Density [MeV-1] for DY157  *
   4.75  0.563  4.82E+04 9.43E+04 1.23E+06 3.15E+03 6.23E+03 9.08E+03 1.05E+04 1.07E+04 1.06E+04 1.02E+04 9.05E+03 7.18E+03 5.73E+03 4.29E+03 2.85E+03 1.91E+03 1.25E+03 7.65E+02 4.03E+02 2.19E+02 1.01E+02 4.91E+01 1.22E+01 6.12E+00 3.06E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.577  7.70E+04 1.36E+05 1.80E+06 4.45E+03 8.71E+03 1.28E+04 1.50E+04 1.57E+04 1.54E+04 1.45E+04 1.29E+04 1.06E+04 8.46E+03 6.28E+03 4.38E+03 2.80E+03 1.89E+03 1.13E+03 6.23E+02 3.32E+02 1.79E+02 7.97E+01 2.61E+01 9.18E+00 4.59E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.606  1.95E+05 3.37E+05 4.54E+06 1.05E+04 2.08E+04 3.05E+04 3.60E+04 3.76E+04 3.73E+04 3.60E+04 3.24E+04 2.66E+04 2.15E+04 1.63E+04 1.15E+04 7.81E+03 5.27E+03 3.13E+03 1.81E+03 1.04E+03 5.39E+02 2.78E+02 1.06E+02 4.44E+01 1.08E+01 4.59E+00 3.06E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.632  4.86E+05 8.26E+05 1.13E+07 2.54E+04 4.99E+04 7.30E+04 8.56E+04 9.02E+04 9.03E+04 8.72E+04 7.94E+04 6.54E+04 5.35E+04 4.14E+04 2.99E+04 2.05E+04 1.43E+04 8.76E+03 5.13E+03 2.92E+03 1.62E+03 8.49E+02 3.58E+02 1.69E+02 6.16E+01 1.53E+01 4.59E+00 3.06E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.658  1.19E+06 1.99E+06 2.77E+07 5.90E+04 1.16E+05 1.70E+05 2.01E+05 2.13E+05 2.15E+05 2.10E+05 1.92E+05 1.60E+05 1.32E+05 1.04E+05 7.56E+04 5.26E+04 3.72E+04 2.34E+04 1.42E+04 8.41E+03 4.61E+03 2.46E+03 1.17E+03 5.66E+02 2.28E+02 7.97E+01 1.99E+01 7.65E+00 3.06E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.683  2.87E+06 4.73E+06 6.70E+07 1.36E+05 2.69E+05 3.93E+05 4.66E+05 4.97E+05 5.02E+05 4.94E+05 4.54E+05 3.83E+05 3.20E+05 2.55E+05 1.87E+05 1.32E+05 9.50E+04 6.15E+04 3.83E+04 2.30E+04 1.32E+04 7.21E+03 3.51E+03 1.77E+03 7.45E+02 2.98E+02 1.01E+02 2.80E+01 6.39E+00 3.10E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.707  6.83E+06 1.11E+07 1.59E+08 3.11E+05 6.13E+05 8.99E+05 1.07E+06 1.14E+06 1.16E+06 1.15E+06 1.06E+06 9.03E+05 7.61E+05 6.13E+05 4.56E+05 3.27E+05 2.38E+05 1.57E+05 9.86E+04 6.12E+04 3.64E+04 2.09E+04 1.03E+04 5.32E+03 2.41E+03 1.08E+03 4.20E+02 1.42E+02 3.59E+01 7.96E+00 4.86E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.730  1.60E+07 2.55E+07 3.73E+08 6.85E+05 1.35E+06 1.98E+06 2.39E+06 2.59E+06 2.64E+06 2.63E+06 2.45E+06 2.10E+06 1.78E+06 1.45E+06 1.09E+06 7.94E+05 5.87E+05 3.91E+05 2.51E+05 1.59E+05 9.68E+04 5.67E+04 2.93E+04 1.55E+04 7.50E+03 3.42E+03 1.49E+03 5.46E+02 1.76E+02 5.70E+01 1.50E+01 4.59E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.753  3.70E+07 5.84E+07 8.65E+08 1.53E+06 3.02E+06 4.44E+06 5.37E+06 5.83E+06 5.97E+06 5.97E+06 5.54E+06 4.81E+06 4.11E+06 3.37E+06 2.57E+06 1.89E+06 1.41E+06 9.59E+05 6.27E+05 4.07E+05 2.51E+05 1.50E+05 8.01E+04 4.49E+04 2.26E+04 1.05E+04 4.59E+03 2.02E+03 7.58E+02 2.78E+02 9.42E+01 1.92E+01 1.07E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.775  8.47E+07 1.33E+08 1.99E+09 3.40E+06 6.71E+06 9.86E+06 1.19E+07 1.30E+07 1.34E+07 1.35E+07 1.25E+07 1.09E+07 9.41E+06 7.74E+06 5.99E+06 4.43E+06 3.36E+06 2.31E+06 1.54E+06 1.01E+06 6.39E+05 3.89E+05 2.16E+05 1.23E+05 6.48E+04 3.13E+04 1.43E+04 6.66E+03 2.95E+03 1.15E+03 3.90E+02 1.34E+02 4.13E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.796  1.92E+08 2.98E+08 4.52E+09 7.46E+06 1.48E+07 2.17E+07 2.64E+07 2.88E+07 2.97E+07 3.00E+07 2.80E+07 2.47E+07 2.13E+07 1.77E+07 1.38E+07 1.03E+07 7.86E+06 5.47E+06 3.70E+06 2.47E+06 1.59E+06 9.92E+05 5.62E+05 3.27E+05 1.77E+05 8.94E+04 4.33E+04 2.16E+04 9.41E+03 4.09E+03 1.65E+03 6.54E+02 2.74E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.816  4.32E+08 6.63E+08 1.02E+10 1.63E+07 3.22E+07 4.74E+07 5.76E+07 6.31E+07 6.53E+07 6.62E+07 6.21E+07 5.49E+07 4.78E+07 3.99E+07 3.13E+07 2.36E+07 1.82E+07 1.28E+07 8.75E+06 5.96E+06 3.89E+06 2.47E+06 1.43E+06 8.54E+05 4.77E+05 2.48E+05 1.25E+05 6.49E+04 3.00E+04 1.36E+04 6.19E+03 2.78E+03 1.05E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.856  2.36E+09 3.20E+09 5.02E+10 7.55E+07 1.49E+08 2.20E+08 2.69E+08 2.96E+08 3.08E+08 3.14E+08 2.97E+08 2.65E+08 2.33E+08 1.97E+08 1.57E+08 1.20E+08 9.41E+07 6.76E+07 4.73E+07 3.29E+07 2.22E+07 1.45E+07 8.75E+06 5.43E+06 3.20E+06 1.75E+06 9.39E+05 5.19E+05 2.65E+05 1.35E+05 6.56E+04 3.12E+04 1.39E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.894  1.15E+10 1.50E+10 2.40E+11 3.41E+08 6.75E+08 9.96E+08 1.22E+09 1.35E+09 1.41E+09 1.45E+09 1.38E+09 1.24E+09 1.10E+09 9.38E+08 7.55E+08 5.86E+08 4.67E+08 3.41E+08 2.43E+08 1.73E+08 1.20E+08 8.03E+07 5.00E+07 3.21E+07 1.96E+07 1.12E+07 6.34E+06 3.72E+06 2.01E+06 1.08E+06 5.66E+05 2.97E+05 1.44E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.931  5.33E+10 6.87E+10 1.12E+12 1.54E+09 3.05E+09 4.50E+09 5.46E+09 6.02E+09 6.31E+09 6.50E+09 6.27E+09 5.66E+09 5.06E+09 4.35E+09 3.52E+09 2.77E+09 2.24E+09 1.66E+09 1.20E+09 8.72E+08 6.15E+08 4.22E+08 2.71E+08 1.79E+08 1.13E+08 6.69E+07 3.93E+07 2.40E+07 1.36E+07 7.75E+06 4.29E+06 2.36E+06 1.20E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.966  2.40E+11 3.05E+11 5.04E+12 6.60E+09 1.31E+10 1.94E+10 2.36E+10 2.60E+10 2.74E+10 2.83E+10 2.75E+10 2.49E+10 2.25E+10 1.96E+10 1.59E+10 1.27E+10 1.04E+10 7.78E+09 5.72E+09 4.21E+09 3.04E+09 2.12E+09 1.40E+09 9.45E+08 6.12E+08 3.73E+08 2.28E+08 1.44E+08 8.49E+07 5.03E+07 2.89E+07 1.66E+07 8.86E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.000  7.77E+11 7.69E+11 1.29E+13 1.59E+10 3.15E+10 4.66E+10 5.82E+10 6.48E+10 6.87E+10 7.12E+10 6.87E+10 6.28E+10 5.70E+10 4.93E+10 4.13E+10 3.30E+10 2.71E+10 2.07E+10 1.54E+10 1.14E+10 8.27E+09 5.89E+09 3.94E+09 2.71E+09 1.78E+09 1.12E+09 6.90E+08 4.48E+08 2.72E+08 1.64E+08 9.69E+07 5.72E+07 3.13E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.033  2.13E+12 1.94E+12 3.33E+13 3.81E+10 7.57E+10 1.12E+11 1.44E+11 1.61E+11 1.72E+11 1.79E+11 1.72E+11 1.58E+11 1.45E+11 1.24E+11 1.07E+11 8.54E+10 7.08E+10 5.49E+10 4.14E+10 3.08E+10 2.25E+10 1.64E+10 1.11E+10 7.77E+09 5.19E+09 3.35E+09 2.09E+09 1.39E+09 8.71E+08 5.34E+08 3.25E+08 1.97E+08 1.11E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.065  5.57E+12 4.92E+12 8.57E+13 9.17E+10 1.82E+11 2.70E+11 3.55E+11 4.01E+11 4.32E+11 4.51E+11 4.30E+11 3.99E+11 3.68E+11 3.13E+11 2.77E+11 2.21E+11 1.85E+11 1.46E+11 1.11E+11 8.33E+10 6.14E+10 4.55E+10 3.15E+10 2.23E+10 1.51E+10 1.00E+10 6.34E+09 4.33E+09 2.79E+09 1.74E+09 1.09E+09 6.77E+08 3.92E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.095  1.43E+13 1.25E+13 2.21E+14 2.20E+11 4.38E+11 6.49E+11 8.78E+11 9.99E+11 1.08E+12 1.14E+12 1.08E+12 1.01E+12 9.35E+11 7.90E+11 7.18E+11 5.73E+11 4.83E+11 3.88E+11 2.99E+11 2.25E+11 1.67E+11 1.26E+11 8.89E+10 6.38E+10 4.41E+10 3.00E+10 1.92E+10 1.35E+10 8.93E+09 5.67E+09 3.65E+09 2.33E+09 1.39E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.125  3.63E+13 3.17E+13 5.72E+14 5.30E+11 1.05E+12 1.56E+12 2.17E+12 2.49E+12 2.72E+12 2.86E+12 2.70E+12 2.54E+12 2.38E+12 1.99E+12 1.86E+12 1.48E+12 1.26E+12 1.03E+12 8.05E+11 6.09E+11 4.56E+11 3.51E+11 2.51E+11 1.83E+11 1.28E+11 8.99E+10 5.83E+10 4.19E+10 2.86E+10 1.85E+10 1.22E+10 8.03E+09 4.91E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.155  9.24E+13 8.05E+13 1.48E+15 1.27E+12 2.53E+12 3.76E+12 5.36E+12 6.19E+12 6.81E+12 7.21E+12 6.75E+12 6.39E+12 6.04E+12 5.02E+12 4.82E+12 3.85E+12 3.30E+12 2.74E+12 2.17E+12 1.65E+12 1.24E+12 9.75E+11 7.09E+11 5.24E+11 3.74E+11 2.69E+11 1.77E+11 1.30E+11 9.16E+10 6.02E+10 4.11E+10 2.76E+10 1.74E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.225  1.24E+15 8.35E+14 1.62E+16 1.14E+13 2.27E+13 3.37E+13 5.15E+13 6.05E+13 6.78E+13 7.26E+13 6.68E+13 6.44E+13 6.21E+13 5.06E+13 5.21E+13 4.15E+13 3.64E+13 3.15E+13 2.57E+13 1.98E+13 1.52E+13 1.25E+13 9.52E+12 7.30E+12 5.41E+12 4.18E+12 2.83E+12 2.22E+12 1.68E+12 1.15E+12 8.46E+11 6.08E+11 4.08E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.291  1.33E+16 8.78E+15 1.80E+17 1.02E+14 2.03E+14 3.03E+14 4.94E+14 5.91E+14 6.75E+14 7.31E+14 6.62E+14 6.50E+14 6.38E+14 5.11E+14 5.64E+14 4.49E+14 4.02E+14 3.62E+14 3.05E+14 2.39E+14 1.87E+14 1.61E+14 1.28E+14 1.02E+14 7.84E+13 6.49E+13 4.52E+13 3.78E+13 3.09E+13 2.21E+13 1.74E+13 1.34E+13 9.61E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.414  2.60E+18 1.02E+18 2.44E+19 8.19E+15 1.63E+16 2.44E+16 4.56E+16 5.64E+16 6.69E+16 7.41E+16 6.50E+16 6.61E+16 6.75E+16 5.20E+16 6.59E+16 5.23E+16 4.90E+16 4.79E+16 4.30E+16 3.45E+16 2.81E+16 2.67E+16 2.30E+16 1.97E+16 1.64E+16 1.56E+16 1.16E+16 1.10E+16 1.04E+16 8.13E+15 7.38E+15 6.46E+15 5.32E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.633  1.25E+22 2.50E+21 2.77E+22 5.27E+19 1.05E+20 1.59E+20 3.87E+20 5.15E+20 6.57E+20 2.21E+17 6.26E+20 1.97E+17 2.01E+17 1.55E+17 1.96E+17 1.56E+17 1.46E+17 1.43E+17 1.28E+17 1.03E+17 8.38E+16 7.98E+16 6.87E+16 5.88E+16 4.92E+16 4.67E+16 3.46E+16 3.29E+16 3.11E+16 2.43E+16 2.21E+16 1.94E+16 1.60E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.826  5.01E+22 5.01E+21 5.54E+22 1.05E+20 2.11E+20 3.17E+20 7.74E+20 1.03E+21 1.31E+21 6.58E+17 1.25E+21 5.87E+17 6.00E+17 4.62E+17 5.86E+17 4.66E+17 4.36E+17 4.27E+17 3.83E+17 3.08E+17 2.50E+17 2.39E+17 2.05E+17 1.76E+17 1.47E+17 1.40E+17 1.03E+17 9.86E+16 9.32E+16 7.29E+16 6.62E+16 5.80E+16 4.78E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.000  1.25E+23 1.00E+22 1.11E+23 2.11E+20 4.22E+20 6.34E+20 1.55E+21 2.06E+21 2.63E+21 1.96E+18 2.51E+21 1.75E+18 1.79E+18 1.38E+18 1.75E+18 1.39E+18 1.30E+18 1.27E+18 1.14E+18 9.19E+17 7.48E+17 7.13E+17 6.13E+17 5.25E+17 4.40E+17 4.18E+17 3.10E+17 2.95E+17 2.79E+17 2.18E+17 1.98E+17 1.74E+17 1.43E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.160  2.76E+23 2.01E+22 2.23E+23 4.21E+20 8.44E+20 1.27E+21 3.10E+21 4.12E+21 5.26E+21 5.84E+18 5.01E+21 5.22E+18 5.33E+18 4.10E+18 5.21E+18 4.14E+18 3.88E+18 3.80E+18 3.42E+18 2.75E+18 2.23E+18 2.13E+18 1.83E+18 1.57E+18 1.32E+18 1.25E+18 9.27E+17 8.83E+17 8.36E+17 6.54E+17 5.94E+17 5.20E+17 4.29E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.309  5.77E+23 4.02E+22 4.47E+23 8.42E+20 1.69E+21 2.54E+21 6.19E+21 8.24E+21 1.05E+22 1.74E+19 1.00E+22 1.55E+19 1.59E+19 1.22E+19 1.56E+19 1.24E+19 1.16E+19 1.13E+19 1.02E+19 8.20E+18 6.67E+18 6.36E+18 5.48E+18 4.69E+18 3.93E+18 3.74E+18 2.77E+18 2.64E+18 2.50E+18 1.96E+18 1.78E+18 1.56E+18 1.29E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.449  1.18E+24 8.06E+22 8.99E+23 1.68E+21 3.37E+21 5.07E+21 1.24E+22 1.65E+22 2.10E+22 5.19E+19 2.00E+22 4.63E+19 4.74E+19 3.64E+19 4.64E+19 3.69E+19 3.45E+19 3.39E+19 3.05E+19 2.45E+19 1.99E+19 1.90E+19 1.64E+19 1.40E+19 1.18E+19 1.12E+19 8.30E+18 7.91E+18 7.49E+18 5.86E+18 5.33E+18 4.67E+18 3.85E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.582  2.39E+24 1.62E+23 1.81E+24 3.37E+21 6.75E+21 1.01E+22 2.48E+22 3.29E+22 4.20E+22 1.55E+20 4.01E+22 1.38E+20 1.41E+20 1.09E+20 1.38E+20 1.10E+20 1.03E+20 1.01E+20 9.09E+19 7.31E+19 5.95E+19 5.68E+19 4.89E+19 4.20E+19 3.52E+19 3.35E+19 2.48E+19 2.37E+19 2.24E+19 1.76E+19 1.60E+19 1.40E+19 1.15E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.708  4.82E+24 3.25E+23 3.67E+24 6.74E+21 1.35E+22 2.03E+22 4.95E+22 6.59E+22 8.41E+22 4.61E+20 8.01E+22 4.12E+20 4.21E+20 3.24E+20 4.13E+20 3.28E+20 3.07E+20 3.02E+20 2.71E+20 2.18E+20 1.78E+20 1.70E+20 1.46E+20 1.25E+20 1.05E+20 1.00E+20 7.43E+19 7.09E+19 6.72E+19 5.26E+19 4.78E+19 4.19E+19 3.46E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.828  9.72E+24 6.54E+23 7.47E+24 1.35E+22 2.70E+22 4.06E+22 9.90E+22 1.32E+23 1.68E+23 1.37E+21 1.60E+23 1.23E+21 1.26E+21 9.65E+20 1.23E+21 9.78E+20 9.17E+20 9.01E+20 8.11E+20 6.52E+20 5.31E+20 5.07E+20 4.37E+20 3.75E+20 3.15E+20 3.00E+20 2.22E+20 2.12E+20 2.01E+20 1.57E+20 1.43E+20 1.26E+20 1.04E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.944  1.96E+25 1.32E+24 1.53E+25 2.69E+22 5.40E+22 8.12E+22 1.98E+23 2.63E+23 3.36E+23 4.10E+21 3.21E+23 3.66E+21 3.74E+21 2.88E+21 3.67E+21 2.92E+21 2.74E+21 2.69E+21 2.42E+21 1.95E+21 1.59E+21 1.52E+21 1.31E+21 1.12E+21 9.41E+20 8.97E+20 6.65E+20 6.35E+20 6.02E+20 4.71E+20 4.29E+20 3.76E+20 3.11E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.055  3.96E+25 2.68E+24 3.19E+25 5.39E+22 1.08E+23 1.62E+23 3.96E+23 5.27E+23 6.72E+23 1.22E+22 6.41E+23 1.09E+22 1.12E+22 8.57E+21 1.10E+22 8.70E+21 8.17E+21 8.03E+21 7.23E+21 5.81E+21 4.73E+21 4.53E+21 3.91E+21 3.35E+21 2.81E+21 2.68E+21 1.99E+21 1.90E+21 1.80E+21 1.41E+21 1.28E+21 1.13E+21 9.31E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
