                    *********************************************************************************
                    *  Z= 88 A=227: Positive-Parity Spin-dependent Level Density [MeV-1] for RA227  *
   2.75  0.365  3.96E+03 9.80E+03 1.16E+05 3.77E+02 7.83E+02 1.12E+03 1.21E+03 1.33E+03 1.22E+03 1.08E+03 8.52E+02 6.59E+02 4.63E+02 2.91E+02 1.82E+02 1.05E+02 6.77E+01 4.06E+01 1.35E+01 3.01E+00 3.01E+00 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.381  7.18E+03 1.60E+04 1.89E+05 6.30E+02 1.26E+03 1.80E+03 1.97E+03 2.16E+03 1.99E+03 1.70E+03 1.39E+03 1.06E+03 7.71E+02 5.12E+02 3.16E+02 1.82E+02 9.93E+01 6.62E+01 3.61E+01 9.03E+00 3.01E+00 3.01E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.397  1.32E+04 3.23E+04 3.88E+05 1.25E+03 2.46E+03 3.58E+03 3.90E+03 4.29E+03 3.94E+03 3.52E+03 2.90E+03 2.20E+03 1.55E+03 1.05E+03 7.25E+02 4.41E+02 2.29E+02 1.23E+02 8.13E+01 4.06E+01 1.05E+01 3.01E+00 3.01E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.412  2.37E+04 5.18E+04 6.29E+05 1.95E+03 3.87E+03 5.54E+03 6.15E+03 6.96E+03 6.37E+03 5.61E+03 4.69E+03 3.63E+03 2.57E+03 1.71E+03 1.19E+03 7.37E+02 4.17E+02 2.11E+02 1.14E+02 6.62E+01 3.46E+01 7.52E+00 1.50E+00 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.426  4.32E+04 1.04E+05 1.28E+06 3.77E+03 7.46E+03 1.08E+04 1.20E+04 1.35E+04 1.25E+04 1.14E+04 9.53E+03 7.54E+03 5.39E+03 3.71E+03 2.52E+03 1.56E+03 9.21E+02 5.21E+02 2.60E+02 1.23E+02 7.22E+01 3.46E+01 7.52E+00 1.50E+00 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.440  7.66E+04 1.64E+05 2.05E+06 5.81E+03 1.14E+04 1.66E+04 1.87E+04 2.12E+04 1.99E+04 1.78E+04 1.52E+04 1.21E+04 8.88E+03 6.07E+03 4.20E+03 2.58E+03 1.51E+03 8.82E+02 4.75E+02 2.11E+02 1.05E+02 6.02E+01 2.26E+01 3.01E+00 3.01E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.454  1.37E+05 3.18E+05 4.04E+06 1.11E+04 2.19E+04 3.16E+04 3.53E+04 4.02E+04 3.75E+04 3.47E+04 2.99E+04 2.43E+04 1.78E+04 1.26E+04 8.91E+03 5.55E+03 3.25E+03 1.80E+03 1.01E+03 5.21E+02 2.39E+02 1.05E+02 6.02E+01 1.96E+01 3.01E+00 3.01E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.467  2.39E+05 4.99E+05 6.39E+06 1.70E+04 3.34E+04 4.83E+04 5.50E+04 6.30E+04 5.96E+04 5.38E+04 4.61E+04 3.85E+04 2.86E+04 2.04E+04 1.44E+04 9.22E+03 5.46E+03 3.05E+03 1.68E+03 8.84E+02 4.43E+02 1.82E+02 9.03E+01 4.06E+01 7.52E+00 1.50E+00 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.480  4.22E+05 9.64E+05 1.25E+07 3.23E+04 6.35E+04 9.24E+04 1.04E+05 1.19E+05 1.12E+05 1.04E+05 9.10E+04 7.50E+04 5.58E+04 4.09E+04 2.96E+04 1.91E+04 1.16E+04 6.61E+03 3.70E+03 1.83E+03 9.56E+02 4.46E+02 1.82E+02 9.03E+01 3.61E+01 7.52E+00 3.01E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.492  7.30E+05 1.50E+06 1.96E+07 4.88E+04 9.57E+04 1.40E+05 1.60E+05 1.84E+05 1.77E+05 1.61E+05 1.40E+05 1.18E+05 8.91E+04 6.44E+04 4.72E+04 3.10E+04 1.89E+04 1.11E+04 6.22E+03 3.12E+03 1.61E+03 7.50E+02 3.21E+02 1.29E+02 6.32E+01 2.26E+01 3.01E+00 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.516  2.21E+06 4.41E+06 5.89E+07 1.38E+05 2.72E+05 3.96E+05 4.56E+05 5.28E+05 5.11E+05 4.72E+05 4.14E+05 3.55E+05 2.72E+05 2.01E+05 1.50E+05 1.00E+05 6.28E+04 3.79E+04 2.20E+04 1.15E+04 5.94E+03 2.74E+03 1.24E+03 5.60E+02 2.02E+02 9.19E+01 3.61E+01 4.51E+00 3.01E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.539  6.50E+06 1.28E+07 1.74E+08 3.85E+05 7.58E+05 1.11E+06 1.28E+06 1.49E+06 1.45E+06 1.36E+06 1.20E+06 1.04E+06 8.11E+05 6.10E+05 4.62E+05 3.17E+05 2.02E+05 1.25E+05 7.45E+04 4.03E+04 2.15E+04 1.04E+04 4.77E+03 2.05E+03 8.47E+02 3.29E+02 1.18E+02 5.28E+01 7.52E+00 3.01E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.561  1.88E+07 3.64E+07 5.04E+08 1.06E+06 2.08E+06 3.05E+06 3.55E+06 4.15E+06 4.06E+06 3.82E+06 3.47E+06 3.01E+06 2.37E+06 1.81E+06 1.39E+06 9.76E+05 6.35E+05 4.01E+05 2.45E+05 1.37E+05 7.50E+04 3.78E+04 1.80E+04 7.96E+03 3.16E+03 1.31E+03 5.08E+02 1.56E+02 6.47E+01 1.35E+01 1.50E+00 1.50E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.582  5.33E+07 1.02E+08 1.44E+09 2.87E+06 5.67E+06 8.30E+06 9.70E+06 1.14E+07 1.12E+07 1.06E+07 9.70E+06 8.50E+06 6.77E+06 5.27E+06 4.11E+06 2.93E+06 1.94E+06 1.25E+06 7.89E+05 4.51E+05 2.54E+05 1.33E+05 6.55E+04 3.02E+04 1.26E+04 5.22E+03 1.94E+03 7.23E+02 2.29E+02 8.79E+01 2.94E+01 3.17E+00 3.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.603  1.49E+08 2.82E+08 4.04E+09 7.71E+06 1.52E+07 2.23E+07 2.62E+07 3.08E+07 3.05E+07 2.89E+07 2.67E+07 2.37E+07 1.90E+07 1.50E+07 1.18E+07 8.59E+06 5.81E+06 3.82E+06 2.46E+06 1.44E+06 8.41E+05 4.55E+05 2.32E+05 1.10E+05 4.84E+04 2.07E+04 7.93E+03 2.95E+03 1.10E+03 3.27E+02 1.19E+02 3.83E+01 4.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.623  4.10E+08 7.62E+08 1.11E+10 1.99E+07 3.93E+07 5.77E+07 6.88E+07 8.13E+07 8.15E+07 7.78E+07 7.25E+07 6.47E+07 5.25E+07 4.17E+07 3.34E+07 2.46E+07 1.70E+07 1.13E+07 7.53E+06 4.51E+06 2.70E+06 1.51E+06 7.99E+05 3.95E+05 1.81E+05 8.07E+04 3.23E+04 1.28E+04 4.58E+03 1.53E+03 5.48E+02 1.61E+02 4.66E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.642  1.11E+09 2.05E+09 3.04E+10 5.22E+07 1.03E+08 1.52E+08 1.81E+08 2.15E+08 2.16E+08 2.08E+08 1.95E+08 1.74E+08 1.43E+08 1.15E+08 9.29E+07 6.94E+07 4.86E+07 3.29E+07 2.23E+07 1.37E+07 8.45E+06 4.87E+06 2.66E+06 1.37E+06 6.60E+05 3.04E+05 1.28E+05 5.36E+04 2.09E+04 7.03E+03 2.60E+03 8.54E+02 2.11E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.660  2.99E+09 5.47E+09 8.23E+10 1.36E+08 2.69E+08 3.95E+08 4.74E+08 5.63E+08 5.69E+08 5.48E+08 5.18E+08 4.65E+08 3.84E+08 3.12E+08 2.53E+08 1.93E+08 1.36E+08 9.39E+07 6.49E+07 4.06E+07 2.57E+07 1.52E+07 8.63E+06 4.59E+06 2.31E+06 1.11E+06 4.95E+05 2.20E+05 9.05E+04 3.24E+04 1.26E+04 4.28E+03 1.10E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.678  7.97E+09 1.44E+10 2.20E+11 3.50E+08 6.92E+08 1.02E+09 1.22E+09 1.46E+09 1.48E+09 1.43E+09 1.36E+09 1.23E+09 1.02E+09 8.36E+08 6.86E+08 5.27E+08 3.77E+08 2.63E+08 1.85E+08 1.18E+08 7.63E+07 4.65E+07 2.71E+07 1.49E+07 7.84E+06 3.93E+06 1.84E+06 8.67E+05 3.79E+05 1.44E+05 5.84E+04 2.08E+04 5.51E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.696  2.10E+10 3.77E+10 5.82E+11 8.93E+08 1.77E+09 2.61E+09 3.14E+09 3.74E+09 3.81E+09 3.70E+09 3.53E+09 3.21E+09 2.69E+09 2.22E+09 1.83E+09 1.42E+09 1.03E+09 7.27E+08 5.20E+08 3.37E+08 2.22E+08 1.39E+08 8.31E+07 4.71E+07 2.57E+07 1.34E+07 6.57E+06 3.26E+06 1.51E+06 6.07E+05 2.61E+05 9.87E+04 2.70E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.730  1.65E+11 2.50E+11 3.95E+12 5.68E+09 1.13E+10 1.66E+10 2.01E+10 2.40E+10 2.46E+10 2.41E+10 2.32E+10 2.12E+10 1.80E+10 1.50E+10 1.26E+10 9.97E+09 7.35E+09 5.32E+09 3.91E+09 2.61E+09 1.78E+09 1.16E+09 7.26E+08 4.34E+08 2.53E+08 1.41E+08 7.50E+07 4.06E+07 2.07E+07 9.26E+06 4.40E+06 1.86E+06 5.64E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.763  1.09E+12 1.60E+12 2.59E+13 3.50E+10 6.95E+10 1.03E+11 1.24E+11 1.49E+11 1.54E+11 1.51E+11 1.47E+11 1.35E+11 1.16E+11 9.81E+10 8.33E+10 6.69E+10 5.01E+10 3.70E+10 2.78E+10 1.91E+10 1.34E+10 9.03E+09 5.88E+09 3.67E+09 2.25E+09 1.32E+09 7.50E+08 4.36E+08 2.39E+08 1.17E+08 6.04E+07 2.78E+07 9.38E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.794  5.59E+12 7.40E+12 1.42E+14 6.37E+10 1.33E+11 2.05E+11 2.75E+11 3.89E+11 5.33E+11 6.68E+11 8.12E+11 8.31E+11 7.27E+11 6.21E+11 5.33E+11 4.33E+11 3.28E+11 2.47E+11 1.89E+11 1.32E+11 9.52E+10 6.61E+10 4.44E+10 2.88E+10 1.84E+10 1.13E+10 6.79E+09 4.17E+09 2.43E+09 1.26E+09 6.99E+08 3.45E+08 1.27E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.824  1.31E+13 7.68E+12 2.32E+14 2.13E+10 4.61E+10 7.21E+10 3.85E+10 7.56E+10 1.25E+11 1.89E+11 2.15E+11 1.11E+11 1.39E+11 1.15E+11 2.18E+11 5.60E+11 9.08E+11 1.04E+12 9.76E+11 8.27E+11 6.44E+11 4.59E+11 3.16E+11 2.12E+11 1.40E+11 8.94E+10 5.61E+10 3.59E+10 2.20E+10 1.20E+10 7.07E+09 3.70E+09 1.45E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.853  1.97E+13 5.49E+12 2.11E+14 4.34E+09 6.76E+09 4.76E+09 2.14E+10 2.49E+10 2.39E+10 3.61E+10 5.24E+09 1.88E+10 8.56E+09 5.42E+10 6.80E+10 8.54E+10 1.10E+11 4.43E+09 2.80E+11 6.71E+11 7.14E+11 7.07E+11 6.62E+11 5.69E+11 4.91E+11 3.45E+11 2.23E+11 1.46E+11 9.27E+10 5.26E+10 3.18E+10 1.72E+10 7.10E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.881  2.79E+13 1.09E+13 4.69E+14 8.83E+08 9.92E+08 3.14E+08 1.19E+10 8.21E+09 4.58E+09 6.91E+09 1.28E+08 3.17E+09 5.29E+08 2.56E+10 2.12E+10 1.30E+10 1.33E+10 1.89E+07 8.05E+10 5.45E+11 7.92E+11 1.09E+12 1.38E+12 1.52E+12 1.72E+12 1.34E+12 8.86E+11 5.93E+11 3.91E+11 2.30E+11 1.43E+11 8.01E+10 3.48E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.908  4.89E+13 3.10E+13 1.40E+15 1.80E+08 1.45E+08 2.07E+07 6.63E+09 2.71E+09 8.76E+08 1.32E+09 3.12E+06 5.35E+08 3.26E+07 1.21E+10 6.61E+09 1.99E+09 1.62E+09 8.03E+04 2.31E+10 4.42E+11 8.78E+11 1.68E+12 2.89E+12 4.08E+12 6.01E+12 5.16E+12 3.52E+12 2.41E+12 1.65E+12 1.00E+12 6.41E+11 3.73E+11 1.71E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.934  1.16E+14 1.02E+14 4.76E+15 3.66E+07 2.13E+07 1.36E+06 3.69E+09 8.93E+08 1.68E+08 2.52E+08 7.59E+04 9.03E+07 2.02E+06 5.68E+09 2.06E+09 3.03E+08 1.96E+08 3.42E+02 6.63E+09 3.59E+11 9.73E+11 2.59E+12 6.05E+12 1.09E+13 2.10E+13 1.99E+13 1.40E+13 9.80E+12 6.96E+12 4.38E+12 2.88E+12 1.74E+12 8.36E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.960  3.50E+14 3.67E+14 1.74E+16 7.44E+06 3.13E+06 9.00E+04 2.05E+09 2.94E+08 3.21E+07 4.82E+07 1.85E+03 1.52E+07 1.24E+05 2.68E+09 6.42E+08 4.63E+07 2.38E+07 0.00E+00 1.90E+09 2.91E+11 1.08E+12 4.00E+12 1.27E+13 2.92E+13 7.37E+13 7.71E+13 5.55E+13 3.98E+13 2.94E+13 1.91E+13 1.29E+13 8.08E+12 4.10E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.984  1.22E+15 1.37E+15 6.60E+16 1.51E+06 4.59E+05 5.94E+03 1.14E+09 9.70E+07 6.15E+06 9.22E+06 4.51E+01 2.57E+06 7.68E+03 1.26E+09 2.00E+08 7.06E+06 2.88E+06 0.00E+00 5.47E+08 2.36E+11 1.20E+12 6.16E+12 2.65E+13 7.83E+13 2.58E+14 2.98E+14 2.21E+14 1.62E+14 1.24E+14 8.36E+13 5.81E+13 3.76E+13 2.01E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.044  5.46E+16 4.13E+16 2.03E+18 2.83E+04 3.79E+03 6.63E+00 2.64E+08 6.05E+06 9.86E+04 1.47E+05 0.00E+00 3.01E+04 7.28E+00 1.93E+08 1.09E+07 6.42E+04 1.48E+04 0.00E+00 2.42E+07 1.40E+11 1.55E+12 1.82E+13 1.67E+14 9.19E+14 5.92E+15 8.75E+15 6.95E+15 5.39E+15 4.53E+15 3.33E+15 2.49E+15 1.76E+15 1.07E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.101  1.79E+18 1.35E+18 6.77E+19 5.28E+02 3.12E+01 0.00E+00 6.10E+07 3.78E+05 1.58E+03 2.35E+03 0.00E+00 3.52E+02 0.00E+00 2.94E+07 5.89E+05 5.84E+02 7.55E+01 0.00E+00 1.07E+06 8.31E+10 2.00E+12 5.37E+13 1.06E+15 1.08E+16 1.36E+17 2.57E+17 2.19E+17 1.79E+17 1.66E+17 1.33E+17 1.06E+17 8.23E+16 5.67E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.206  4.20E+21 1.68E+21 8.77E+22 0.00E+00 0.00E+00 0.00E+00 3.26E+06 1.47E+03 4.06E-01 5.99E-01 0.00E+00 0.00E+00 0.00E+00 6.85E+05 1.73E+03 0.00E+00 0.00E+00 0.00E+00 2.08E+03 2.93E+10 3.35E+12 4.68E+14 4.24E+16 1.48E+18 7.13E+19 2.22E+20 2.16E+20 1.99E+20 2.22E+20 2.11E+20 1.95E+20 1.80E+20 1.60E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.392  3.81E+22 5.10E+21 2.66E+23 0.00E+00 0.00E+00 0.00E+00 9.30E+03 2.23E-02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.71E+02 1.50E-02 0.00E+00 0.00E+00 0.00E+00 7.92E-03 3.62E+09 9.37E+12 3.55E+16 6.79E+19 4.43E+18 2.14E+20 6.65E+20 6.49E+20 5.96E+20 6.65E+20 6.34E+20 5.84E+20 5.40E+20 4.81E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.557  1.40E+23 1.52E+22 7.94E+23 0.00E+00 0.00E+00 0.00E+00 2.65E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.49E+08 2.62E+13 2.70E+18 1.36E+20 1.32E+19 6.40E+20 1.99E+21 1.95E+21 1.79E+21 1.99E+21 1.90E+21 1.75E+21 1.62E+21 1.44E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.705  4.44E+23 4.57E+22 2.38E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.56E+07 7.34E+13 2.05E+20 2.71E+20 3.95E+19 1.92E+21 5.97E+21 5.83E+21 5.36E+21 5.98E+21 5.70E+21 5.25E+21 4.86E+21 4.33E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
