                    *********************************************************************************
                    *  Z= 83 A=210: Positive-Parity Spin-dependent Level Density [MeV-1] for BI210  *
  70.00  1.915  8.56E+17 6.30E+16 2.56E+18 8.28E+13 2.31E+14 3.03E+14 3.10E+14 3.19E+14 3.38E+14 3.75E+14 4.52E+14 5.76E+14 7.20E+14 8.78E+14 1.01E+15 1.10E+15 1.16E+15 1.22E+15 1.35E+15 1.58E+15 1.93E+15 2.43E+15 3.32E+15 4.52E+15 6.53E+15 1.06E+16 1.90E+16 2.89E+13 3.89E+13 5.83E+13 8.85E+13 1.57E+14 2.37E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.047  1.82E+18 1.29E+17 5.27E+18 1.65E+14 4.61E+14 6.05E+14 6.19E+14 6.38E+14 6.76E+14 7.49E+14 9.03E+14 1.15E+15 1.44E+15 1.75E+15 2.02E+15 2.20E+15 2.33E+15 2.44E+15 2.71E+15 3.16E+15 3.86E+15 4.85E+15 6.63E+15 9.04E+15 1.31E+16 2.12E+16 3.79E+16 8.62E+13 1.16E+14 1.74E+14 2.65E+14 4.69E+14 7.12E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.171  3.79E+18 2.66E+17 1.10E+19 3.31E+14 9.21E+14 1.21E+15 1.24E+15 1.28E+15 1.35E+15 1.50E+15 1.81E+15 2.30E+15 2.88E+15 3.51E+15 4.04E+15 4.41E+15 4.65E+15 4.88E+15 5.41E+15 6.32E+15 7.72E+15 9.70E+15 1.33E+16 1.81E+16 2.61E+16 4.23E+16 7.58E+16 2.57E+14 3.47E+14 5.21E+14 7.93E+14 1.41E+15 2.13E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.289  7.90E+18 5.56E+17 2.35E+19 6.61E+14 1.84E+15 2.42E+15 2.47E+15 2.55E+15 2.70E+15 2.99E+15 3.61E+15 4.59E+15 5.75E+15 7.01E+15 8.07E+15 8.81E+15 9.30E+15 9.76E+15 1.08E+16 1.26E+16 1.54E+16 1.94E+16 2.65E+16 3.61E+16 5.22E+16 8.47E+16 1.52E+17 7.67E+14 1.04E+15 1.56E+15 2.37E+15 4.21E+15 6.40E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.400  1.66E+19 1.19E+18 5.13E+19 1.32E+15 3.68E+15 4.83E+15 4.94E+15 5.09E+15 5.39E+15 5.97E+15 7.21E+15 9.18E+15 1.15E+16 1.40E+16 1.61E+16 1.76E+16 1.86E+16 1.95E+16 2.16E+16 2.53E+16 3.09E+16 3.88E+16 5.30E+16 7.23E+16 1.04E+17 1.69E+17 3.03E+17 2.29E+15 3.09E+15 4.66E+15 7.11E+15 1.26E+16 1.92E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.507  3.55E+19 2.59E+18 1.15E+20 2.64E+15 7.36E+15 9.66E+15 9.88E+15 1.02E+16 1.08E+16 1.19E+16 1.44E+16 1.84E+16 2.30E+16 2.80E+16 3.23E+16 3.52E+16 3.72E+16 3.90E+16 4.33E+16 5.05E+16 6.17E+16 7.75E+16 1.06E+17 1.45E+17 2.09E+17 3.39E+17 6.07E+17 6.82E+15 9.24E+15 1.39E+16 2.13E+16 3.78E+16 5.75E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.610  7.77E+19 5.85E+18 2.70E+20 5.28E+15 1.47E+16 1.93E+16 1.97E+16 2.03E+16 2.15E+16 2.39E+16 2.88E+16 3.67E+16 4.59E+16 5.60E+16 6.45E+16 7.04E+16 7.43E+16 7.80E+16 8.65E+16 1.01E+17 1.23E+17 1.55E+17 2.12E+17 2.89E+17 4.18E+17 6.77E+17 1.21E+18 2.03E+16 2.76E+16 4.17E+16 6.37E+16 1.13E+17 1.73E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.708  1.75E+20 1.37E+19 6.55E+20 1.06E+16 2.94E+16 3.86E+16 3.95E+16 4.06E+16 4.30E+16 4.77E+16 5.75E+16 7.33E+16 9.17E+16 1.12E+17 1.29E+17 1.41E+17 1.48E+17 1.56E+17 1.73E+17 2.02E+17 2.47E+17 3.10E+17 4.24E+17 5.78E+17 8.35E+17 1.35E+18 2.43E+18 6.07E+16 8.24E+16 1.25E+17 1.91E+17 3.39E+17 5.17E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.803  4.10E+20 3.33E+19 1.66E+21 2.11E+16 5.87E+16 7.71E+16 7.88E+16 8.12E+16 8.60E+16 9.53E+16 1.15E+17 1.46E+17 1.83E+17 2.24E+17 2.58E+17 2.81E+17 2.97E+17 3.12E+17 3.46E+17 4.04E+17 4.93E+17 6.20E+17 8.48E+17 1.16E+18 1.67E+18 2.71E+18 4.85E+18 1.81E+17 2.46E+17 3.73E+17 5.71E+17 1.02E+18 1.55E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.895  9.99E+20 8.45E+19 4.36E+21 4.21E+16 1.17E+17 1.54E+17 1.58E+17 1.62E+17 1.72E+17 1.90E+17 2.30E+17 2.93E+17 3.66E+17 4.47E+17 5.15E+17 5.62E+17 5.93E+17 6.23E+17 6.91E+17 8.07E+17 9.86E+17 1.24E+18 1.70E+18 2.31E+18 3.34E+18 5.42E+18 9.70E+18 5.40E+17 7.35E+17 1.11E+18 1.71E+18 3.04E+18 4.65E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  2.984  2.53E+21 2.22E+20 1.18E+22 8.42E+16 2.35E+17 3.08E+17 3.15E+17 3.24E+17 3.43E+17 3.80E+17 4.59E+17 5.85E+17 7.32E+17 8.93E+17 1.03E+18 1.12E+18 1.19E+18 1.25E+18 1.38E+18 1.61E+18 1.97E+18 2.48E+18 3.39E+18 4.62E+18 6.68E+18 1.08E+19 1.94E+19 1.61E+18 2.20E+18 3.33E+18 5.11E+18 9.12E+18 1.39E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.071  6.67E+21 6.05E+20 3.31E+22 1.68E+17 4.69E+17 6.15E+17 6.29E+17 6.48E+17 6.86E+17 7.60E+17 9.18E+17 1.17E+18 1.46E+18 1.79E+18 2.06E+18 2.25E+18 2.37E+18 2.49E+18 2.76E+18 3.23E+18 3.94E+18 4.95E+18 6.78E+18 9.24E+18 1.34E+19 2.17E+19 3.88E+19 4.80E+18 6.56E+18 9.97E+18 1.53E+19 2.73E+19 4.18E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.155  1.82E+22 1.69E+21 9.43E+22 3.37E+17 9.37E+17 1.23E+18 1.26E+18 1.30E+18 1.37E+18 1.52E+18 1.83E+18 2.34E+18 2.92E+18 3.57E+18 4.11E+18 4.49E+18 4.74E+18 4.98E+18 5.52E+18 6.45E+18 7.88E+18 9.91E+18 1.36E+19 1.85E+19 2.67E+19 4.33E+19 7.76E+19 1.43E+19 1.96E+19 2.98E+19 4.58E+19 8.18E+19 1.25E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.237  5.07E+22 4.83E+21 2.73E+23 6.73E+17 1.87E+18 2.46E+18 2.51E+18 2.59E+18 2.74E+18 3.04E+18 3.66E+18 4.67E+18 5.85E+18 7.13E+18 8.22E+18 8.97E+18 9.47E+18 9.95E+18 1.10E+19 1.29E+19 1.58E+19 1.98E+19 2.71E+19 3.69E+19 5.34E+19 8.66E+19 1.55E+20 4.27E+19 5.85E+19 8.92E+19 1.37E+20 2.45E+20 3.76E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
