                    *********************************************************************************
                    *  Z= 95 A=242: Positive-Parity Spin-dependent Level Density [MeV-1] for AM242  *
   1.50  0.261  1.10E+02 2.93E+02 3.39E+03 9.68E+00 2.40E+01 3.47E+01 4.40E+01 4.05E+01 3.89E+01 3.12E+01 2.17E+01 1.72E+01 1.09E+01 6.21E+00 4.66E+00 1.55E+00 1.55E+00 3.11E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.281  2.22E+02 6.02E+02 7.60E+03 2.06E+01 4.42E+01 6.14E+01 7.19E+01 6.71E+01 6.72E+01 6.56E+01 5.76E+01 4.98E+01 3.75E+01 2.48E+01 1.40E+01 7.76E+00 4.66E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.301  4.15E+02 9.48E+02 1.24E+04 2.80E+01 6.29E+01 9.28E+01 1.08E+02 1.03E+02 1.14E+02 9.98E+01 8.25E+01 7.48E+01 6.39E+01 5.30E+01 2.64E+01 1.71E+01 7.76E+00 6.21E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.319  7.76E+02 1.94E+03 2.57E+04 6.09E+01 1.27E+02 1.85E+02 2.27E+02 2.15E+02 2.24E+02 2.03E+02 1.62E+02 1.40E+02 1.19E+02 9.03E+01 7.14E+01 5.43E+01 2.64E+01 1.71E+01 7.76E+00 3.11E+00 1.55E+00 3.11E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.336  1.40E+03 3.06E+03 4.12E+04 9.85E+01 1.97E+02 2.83E+02 3.50E+02 3.23E+02 3.36E+02 3.28E+02 2.69E+02 2.29E+02 1.84E+02 1.48E+02 1.04E+02 8.23E+01 5.75E+01 3.58E+01 1.71E+01 7.76E+00 3.11E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.353  2.59E+03 6.48E+03 8.74E+04 2.05E+02 4.19E+02 5.92E+02 7.37E+02 7.07E+02 7.34E+02 6.72E+02 5.84E+02 4.69E+02 4.00E+02 3.03E+02 2.13E+02 1.52E+02 1.06E+02 8.24E+01 5.59E+01 2.48E+01 1.09E+01 6.21E+00 1.55E+00 3.11E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.369  4.70E+03 1.04E+04 1.42E+05 3.24E+02 6.33E+02 9.09E+02 1.13E+03 1.14E+03 1.20E+03 1.09E+03 9.47E+02 8.11E+02 6.51E+02 4.91E+02 3.58E+02 2.53E+02 1.60E+02 1.21E+02 8.55E+01 5.76E+01 2.48E+01 1.09E+01 4.66E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.384  8.57E+03 2.05E+04 2.88E+05 5.94E+02 1.19E+03 1.73E+03 2.15E+03 2.13E+03 2.26E+03 2.11E+03 1.87E+03 1.65E+03 1.38E+03 1.09E+03 7.75E+02 5.34E+02 3.78E+02 2.56E+02 1.65E+02 1.07E+02 7.31E+01 3.57E+01 1.55E+01 7.76E+00 1.55E+00 3.11E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.398  1.51E+04 3.19E+04 4.55E+05 8.74E+02 1.77E+03 2.57E+03 3.24E+03 3.30E+03 3.46E+03 3.30E+03 2.93E+03 2.58E+03 2.17E+03 1.77E+03 1.27E+03 9.51E+02 6.05E+02 4.43E+02 2.72E+02 1.73E+02 1.06E+02 7.31E+01 2.95E+01 1.09E+01 4.66E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.412  2.69E+04 6.24E+04 9.01E+05 1.72E+03 3.41E+03 4.98E+03 6.28E+03 6.23E+03 6.69E+03 6.37E+03 5.73E+03 5.00E+03 4.22E+03 3.46E+03 2.58E+03 1.96E+03 1.37E+03 9.53E+02 5.78E+02 3.67E+02 2.14E+02 1.34E+02 7.92E+01 4.19E+01 1.55E+01 7.76E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.426  4.69E+04 9.74E+04 1.42E+06 2.63E+03 5.17E+03 7.51E+03 9.50E+03 9.80E+03 1.05E+04 9.95E+03 8.89E+03 7.97E+03 6.62E+03 5.41E+03 4.03E+03 3.09E+03 2.20E+03 1.61E+03 1.04E+03 5.94E+02 3.67E+02 2.10E+02 1.27E+02 7.77E+01 3.57E+01 1.09E+01 4.66E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.439  8.27E+04 1.89E+05 2.78E+06 5.01E+03 9.94E+03 1.45E+04 1.85E+04 1.86E+04 1.98E+04 1.86E+04 1.74E+04 1.54E+04 1.31E+04 1.08E+04 8.08E+03 6.10E+03 4.40E+03 3.22E+03 2.16E+03 1.36E+03 8.13E+02 4.86E+02 2.53E+02 1.48E+02 8.38E+01 4.05E+01 1.24E+01 4.66E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.451  1.43E+05 2.93E+05 4.36E+06 7.51E+03 1.48E+04 2.16E+04 2.76E+04 2.90E+04 3.11E+04 2.99E+04 2.69E+04 2.37E+04 2.04E+04 1.71E+04 1.27E+04 9.80E+03 6.99E+03 5.13E+03 3.46E+03 2.25E+03 1.37E+03 7.90E+02 4.43E+02 2.22E+02 1.31E+02 7.77E+01 2.48E+01 7.76E+00 1.55E+00 3.11E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.464  2.49E+05 5.58E+05 8.43E+06 1.40E+04 2.76E+04 4.04E+04 5.19E+04 5.35E+04 5.75E+04 5.47E+04 5.18E+04 4.62E+04 3.99E+04 3.31E+04 2.52E+04 1.96E+04 1.41E+04 1.04E+04 6.94E+03 4.56E+03 2.93E+03 1.79E+03 9.85E+02 5.27E+02 2.75E+02 1.56E+02 8.09E+01 2.50E+01 7.76E+00 1.55E+00 3.11E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.476  4.26E+05 8.56E+05 1.30E+07 2.09E+04 4.14E+04 6.05E+04 7.77E+04 8.15E+04 8.81E+04 8.54E+04 7.89E+04 7.02E+04 6.11E+04 5.20E+04 3.94E+04 3.03E+04 2.26E+04 1.66E+04 1.13E+04 7.29E+03 4.67E+03 2.92E+03 1.65E+03 9.09E+02 4.83E+02 2.38E+02 1.32E+02 7.00E+01 1.86E+01 7.76E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.499  1.25E+06 2.46E+06 3.82E+07 5.77E+04 1.14E+05 1.67E+05 2.16E+05 2.28E+05 2.48E+05 2.41E+05 2.24E+05 2.02E+05 1.77E+05 1.52E+05 1.18E+05 9.21E+04 6.96E+04 5.23E+04 3.56E+04 2.39E+04 1.52E+04 9.59E+03 5.66E+03 3.35E+03 1.82E+03 9.57E+02 4.73E+02 2.21E+02 1.04E+02 4.98E+01 1.09E+01 3.11E+00 3.11E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.521  3.61E+06 6.95E+06 1.10E+08 1.58E+05 3.12E+05 4.57E+05 5.92E+05 6.29E+05 6.88E+05 6.74E+05 6.32E+05 5.72E+05 5.05E+05 4.40E+05 3.44E+05 2.72E+05 2.08E+05 1.59E+05 1.10E+05 7.59E+04 4.92E+04 3.17E+04 1.90E+04 1.12E+04 6.41E+03 3.65E+03 1.82E+03 8.43E+02 4.01E+02 1.93E+02 9.03E+01 2.98E+01 9.32E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.542  1.02E+07 1.94E+07 3.12E+08 4.24E+05 8.38E+05 1.23E+06 1.60E+06 1.71E+06 1.87E+06 1.85E+06 1.74E+06 1.61E+06 1.43E+06 1.25E+06 9.88E+05 7.90E+05 6.12E+05 4.71E+05 3.34E+05 2.33E+05 1.54E+05 1.01E+05 6.20E+04 3.80E+04 2.20E+04 1.25E+04 6.64E+03 3.45E+03 1.64E+03 7.43E+02 3.26E+02 1.59E+02 6.68E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.563  2.83E+07 5.31E+07 8.71E+08 1.13E+06 2.23E+06 3.28E+06 4.26E+06 4.58E+06 5.04E+06 4.99E+06 4.72E+06 4.41E+06 3.93E+06 3.47E+06 2.77E+06 2.26E+06 1.76E+06 1.37E+06 9.86E+05 6.98E+05 4.69E+05 3.12E+05 1.96E+05 1.24E+05 7.30E+04 4.32E+04 2.32E+04 1.23E+04 6.29E+03 3.09E+03 1.42E+03 6.35E+02 2.75E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.583  7.76E+07 1.44E+08 2.40E+09 2.96E+06 5.87E+06 8.65E+06 1.12E+07 1.21E+07 1.34E+07 1.33E+07 1.27E+07 1.19E+07 1.07E+07 9.50E+06 7.64E+06 6.29E+06 4.95E+06 3.90E+06 2.87E+06 2.05E+06 1.39E+06 9.43E+05 6.06E+05 3.89E+05 2.36E+05 1.43E+05 7.93E+04 4.34E+04 2.30E+04 1.18E+04 5.91E+03 2.71E+03 1.15E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.602  2.09E+08 3.81E+08 6.46E+09 7.50E+06 1.48E+07 2.19E+07 2.85E+07 3.14E+07 3.48E+07 3.50E+07 3.35E+07 3.16E+07 2.85E+07 2.56E+07 2.07E+07 1.72E+07 1.37E+07 1.09E+07 8.09E+06 5.86E+06 4.05E+06 2.79E+06 1.82E+06 1.20E+06 7.38E+05 4.59E+05 2.62E+05 1.48E+05 8.04E+04 4.27E+04 2.20E+04 1.08E+04 4.90E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.620  5.56E+08 1.01E+09 1.73E+10 1.93E+07 3.83E+07 5.65E+07 7.37E+07 8.13E+07 9.05E+07 9.12E+07 8.76E+07 8.31E+07 7.46E+07 6.77E+07 5.54E+07 4.64E+07 3.73E+07 2.99E+07 2.25E+07 1.65E+07 1.15E+07 8.05E+06 5.35E+06 3.58E+06 2.26E+06 1.43E+06 8.38E+05 4.87E+05 2.74E+05 1.51E+05 8.07E+04 4.06E+04 1.92E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.638  1.46E+09 2.63E+09 4.58E+10 4.93E+07 9.77E+07 1.44E+08 1.89E+08 2.09E+08 2.33E+08 2.35E+08 2.27E+08 2.17E+08 1.95E+08 1.78E+08 1.47E+08 1.24E+08 1.00E+08 8.09E+07 6.15E+07 4.57E+07 3.24E+07 2.28E+07 1.54E+07 1.05E+07 6.73E+06 4.37E+06 2.61E+06 1.56E+06 9.00E+05 5.10E+05 2.83E+05 1.48E+05 7.12E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.656  3.82E+09 6.81E+09 1.20E+11 1.25E+08 2.47E+08 3.66E+08 4.78E+08 5.30E+08 5.92E+08 6.01E+08 5.82E+08 5.59E+08 5.05E+08 4.63E+08 3.84E+08 3.27E+08 2.66E+08 2.16E+08 1.66E+08 1.24E+08 8.91E+07 6.35E+07 4.36E+07 3.01E+07 1.96E+07 1.30E+07 7.93E+06 4.86E+06 2.88E+06 1.67E+06 9.57E+05 5.13E+05 2.56E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.673  9.89E+09 1.74E+10 3.11E+11 3.13E+08 6.20E+08 9.18E+08 1.20E+09 1.33E+09 1.49E+09 1.52E+09 1.48E+09 1.42E+09 1.29E+09 1.19E+09 9.93E+08 8.50E+08 6.96E+08 5.71E+08 4.43E+08 3.35E+08 2.42E+08 1.74E+08 1.21E+08 8.49E+07 5.62E+07 3.79E+07 2.35E+07 1.47E+07 8.95E+06 5.32E+06 3.13E+06 1.72E+06 8.78E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.706  7.44E+10 1.12E+11 2.03E+12 1.92E+09 3.81E+09 5.65E+09 7.40E+09 8.25E+09 9.28E+09 9.48E+09 9.27E+09 8.99E+09 8.24E+09 7.64E+09 6.44E+09 5.57E+09 4.62E+09 3.84E+09 3.02E+09 2.33E+09 1.71E+09 1.25E+09 8.96E+08 6.42E+08 4.37E+08 3.03E+08 1.95E+08 1.27E+08 8.02E+07 4.97E+07 3.07E+07 1.76E+07 9.33E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.737  4.75E+11 6.89E+11 1.28E+13 1.14E+10 2.27E+10 3.37E+10 4.42E+10 4.95E+10 5.58E+10 5.73E+10 5.63E+10 5.49E+10 5.06E+10 4.73E+10 4.03E+10 3.51E+10 2.95E+10 2.47E+10 1.97E+10 1.54E+10 1.15E+10 8.59E+09 6.27E+09 4.59E+09 3.20E+09 2.28E+09 1.51E+09 1.01E+09 6.61E+08 4.25E+08 2.72E+08 1.61E+08 8.83E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.767  2.91E+12 4.17E+12 7.89E+13 6.81E+10 1.35E+11 2.01E+11 2.64E+11 2.92E+11 3.29E+11 3.37E+11 3.33E+11 3.26E+11 3.06E+11 2.86E+11 2.45E+11 2.15E+11 1.82E+11 1.54E+11 1.25E+11 9.86E+10 7.44E+10 5.64E+10 4.19E+10 3.13E+10 2.22E+10 1.62E+10 1.10E+10 7.56E+09 5.08E+09 3.36E+09 2.22E+09 1.35E+09 7.63E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.796  1.04E+13 1.08E+13 2.92E+14 2.75E+10 5.97E+10 9.47E+10 1.24E+11 8.18E+10 1.10E+11 2.04E+11 3.61E+11 5.59E+11 7.65E+11 9.37E+11 1.16E+12 1.19E+12 1.06E+12 9.28E+11 7.57E+11 6.07E+11 4.62E+11 3.56E+11 2.68E+11 2.04E+11 1.47E+11 1.09E+11 7.55E+10 5.32E+10 3.66E+10 2.50E+10 1.69E+10 1.05E+10 6.05E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.824  2.01E+13 8.60E+12 3.11E+14 1.11E+10 2.65E+10 4.37E+10 5.56E+10 8.23E+10 1.11E+11 1.32E+11 6.14E+10 8.13E+10 1.68E+11 1.97E+11 2.00E+11 4.63E+10 9.88E+09 2.14E+11 7.44E+11 9.85E+11 1.09E+12 1.06E+12 8.90E+11 6.92E+11 5.06E+11 3.82E+11 2.67E+11 1.92E+11 1.33E+11 9.20E+10 6.38E+10 4.04E+10 2.34E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.851  3.44E+13 1.99E+13 8.05E+14 4.44E+09 1.18E+10 2.01E+10 2.50E+10 8.27E+10 1.12E+11 8.53E+10 1.04E+10 1.18E+10 3.69E+10 4.15E+10 3.43E+10 1.81E+09 9.18E+07 4.92E+10 7.31E+11 1.60E+12 2.58E+12 3.15E+12 2.95E+12 2.35E+12 1.74E+12 1.34E+12 9.45E+11 6.90E+11 4.86E+11 3.39E+11 2.41E+11 1.55E+11 9.07E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.877  7.34E+13 5.82E+13 2.45E+15 1.78E+09 5.24E+09 9.28E+09 1.13E+10 8.31E+10 1.12E+11 5.51E+10 1.78E+09 1.72E+09 8.10E+09 8.73E+09 5.88E+09 7.08E+07 8.52E+05 1.13E+10 7.18E+11 2.60E+12 6.08E+12 9.38E+12 9.81E+12 8.00E+12 5.96E+12 4.68E+12 3.34E+12 2.48E+12 1.77E+12 1.25E+12 9.10E+11 5.98E+11 3.51E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.903  1.94E+14 1.83E+14 7.85E+15 7.16E+08 2.33E+09 4.28E+09 5.08E+09 8.36E+10 1.13E+11 3.56E+10 3.03E+08 2.49E+08 1.78E+09 1.84E+09 1.01E+09 2.76E+06 7.91E+03 2.61E+09 7.06E+11 4.22E+12 1.44E+13 2.79E+13 3.25E+13 2.72E+13 2.05E+13 1.64E+13 1.18E+13 8.93E+12 6.46E+12 4.62E+12 3.43E+12 2.30E+12 1.36E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.927  5.83E+14 5.94E+14 2.59E+16 2.87E+08 1.04E+09 1.97E+09 2.29E+09 8.40E+10 1.14E+11 2.30E+10 5.15E+07 3.62E+07 3.90E+08 3.87E+08 1.73E+08 1.08E+05 7.35E+01 6.02E+08 6.94E+11 6.85E+12 3.39E+13 8.30E+13 1.08E+14 9.25E+13 7.02E+13 5.73E+13 4.19E+13 3.22E+13 2.35E+13 1.70E+13 1.30E+13 8.85E+12 5.26E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.951  1.86E+15 1.97E+15 8.67E+16 1.15E+08 4.60E+08 9.09E+08 1.03E+09 8.45E+10 1.15E+11 1.49E+10 8.77E+06 5.27E+06 8.57E+07 8.14E+07 2.97E+07 4.22E+03 0.00E+00 1.39E+08 6.81E+11 1.11E+13 8.00E+13 2.47E+14 3.59E+14 3.14E+14 2.41E+14 2.01E+14 1.48E+14 1.16E+14 8.58E+13 6.28E+13 4.90E+13 3.40E+13 2.04E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.009  5.60E+16 4.13E+16 1.86E+18 1.18E+07 6.06E+07 1.31E+08 1.40E+08 8.56E+10 1.17E+11 5.00E+09 1.05E+05 4.24E+04 1.94E+06 1.65E+06 3.63E+05 1.27E+00 0.00E+00 3.53E+06 6.52E+11 3.74E+13 6.85E+14 3.77E+15 7.20E+15 6.70E+15 5.26E+15 4.60E+15 3.49E+15 2.84E+15 2.17E+15 1.64E+15 1.36E+15 9.88E+14 6.01E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
