                    *********************************************************************************
                    *  Z= 92 A=233: Positive-Parity Spin-dependent Level Density [MeV-1] for U 233  *
   2.75  0.358  6.09E+02 1.52E+03 1.87E+04 6.57E+01 5.53E+01 1.52E+02 1.36E+02 1.97E+02 1.39E+02 1.95E+02 1.50E+02 1.41E+02 8.34E+01 9.06E+01 4.62E+01 3.68E+01 1.54E+01 1.07E+01 1.53E+00 0.00E+00 0.00E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.374  1.10E+03 2.41E+03 3.03E+04 9.53E+01 7.87E+01 2.25E+02 2.09E+02 3.28E+02 2.51E+02 2.93E+02 2.14E+02 2.39E+02 1.50E+02 1.32E+02 8.29E+01 5.83E+01 3.07E+01 2.00E+01 3.05E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.389  2.01E+03 4.87E+03 6.25E+04 1.82E+02 1.50E+02 4.53E+02 4.29E+02 6.45E+02 4.59E+02 5.90E+02 4.34E+02 4.81E+02 2.99E+02 2.99E+02 1.70E+02 1.15E+02 7.65E+01 4.59E+01 2.44E+01 1.07E+01 1.53E+00 0.00E+00 0.00E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.404  3.59E+03 7.77E+03 1.01E+05 2.88E+02 2.28E+02 7.20E+02 6.61E+02 9.84E+02 7.78E+02 9.40E+02 6.95E+02 7.55E+02 5.12E+02 4.55E+02 2.86E+02 2.16E+02 1.06E+02 7.95E+01 3.51E+01 2.14E+01 3.05E+00 1.53E+00 0.00E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.418  6.50E+03 1.55E+04 2.04E+05 5.51E+02 4.44E+02 1.41E+03 1.34E+03 1.93E+03 1.51E+03 1.82E+03 1.40E+03 1.51E+03 1.03E+03 9.51E+02 6.02E+02 4.34E+02 2.67E+02 1.69E+02 8.87E+01 4.58E+01 2.29E+01 7.63E+00 1.53E+00 0.00E+00 0.00E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.432  1.15E+04 2.46E+04 3.27E+05 8.31E+02 6.94E+02 2.17E+03 2.06E+03 3.04E+03 2.42E+03 2.90E+03 2.26E+03 2.35E+03 1.65E+03 1.51E+03 9.60E+02 7.76E+02 4.23E+02 3.02E+02 1.27E+02 8.44E+01 3.36E+01 1.99E+01 1.53E+00 0.00E+00 0.00E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.445  2.06E+04 4.82E+04 6.49E+05 1.58E+03 1.39E+03 4.21E+03 3.98E+03 5.79E+03 4.57E+03 5.49E+03 4.48E+03 4.66E+03 3.29E+03 2.99E+03 1.97E+03 1.52E+03 9.40E+02 6.21E+02 3.39E+02 1.94E+02 9.06E+01 4.30E+01 1.37E+01 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.458  3.61E+04 7.55E+04 1.03E+06 2.39E+03 2.13E+03 6.47E+03 6.11E+03 9.00E+03 7.24E+03 8.59E+03 6.90E+03 7.27E+03 5.27E+03 4.76E+03 3.12E+03 2.50E+03 1.55E+03 1.06E+03 5.66E+02 3.49E+02 1.40E+02 7.85E+01 3.39E+01 1.37E+01 1.53E+00 0.00E+00 0.00E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.471  6.39E+04 1.47E+05 2.03E+06 4.47E+03 4.05E+03 1.22E+04 1.17E+04 1.71E+04 1.37E+04 1.66E+04 1.34E+04 1.42E+04 1.03E+04 9.44E+03 6.38E+03 5.07E+03 3.23E+03 2.22E+03 1.29E+03 7.49E+02 3.89E+02 1.79E+02 7.10E+01 4.33E+01 7.63E+00 1.53E+00 0.00E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.483  1.11E+05 2.29E+05 3.19E+06 6.75E+03 6.19E+03 1.88E+04 1.79E+04 2.63E+04 2.14E+04 2.58E+04 2.07E+04 2.21E+04 1.60E+04 1.47E+04 1.00E+04 8.21E+03 5.28E+03 3.60E+03 2.14E+03 1.32E+03 6.71E+02 3.65E+02 1.38E+02 6.67E+01 1.57E+01 7.77E+00 0.00E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.506  3.38E+05 6.80E+05 9.70E+06 1.90E+04 1.79E+04 5.39E+04 5.19E+04 7.62E+04 6.28E+04 7.52E+04 6.10E+04 6.49E+04 4.82E+04 4.48E+04 3.10E+04 2.57E+04 1.72E+04 1.22E+04 7.46E+03 4.78E+03 2.71E+03 1.47E+03 6.49E+02 3.35E+02 1.32E+02 5.76E+01 9.53E+00 3.49E+00 1.67E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.529  1.01E+06 1.99E+06 2.90E+07 5.31E+04 5.10E+04 1.53E+05 1.48E+05 2.17E+05 1.81E+05 2.17E+05 1.78E+05 1.90E+05 1.43E+05 1.33E+05 9.40E+04 7.85E+04 5.41E+04 3.89E+04 2.48E+04 1.68E+04 9.87E+03 5.70E+03 2.84E+03 1.54E+03 6.87E+02 2.41E+02 1.05E+02 3.62E+01 9.80E+00 5.04E+00 1.40E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.550  2.95E+06 5.77E+06 8.56E+07 1.48E+05 1.44E+05 4.30E+05 4.18E+05 6.12E+05 5.15E+05 6.18E+05 5.13E+05 5.50E+05 4.16E+05 3.90E+05 2.80E+05 2.37E+05 1.66E+05 1.21E+05 8.00E+04 5.49E+04 3.42E+04 2.06E+04 1.12E+04 6.31E+03 3.06E+03 1.35E+03 5.69E+02 2.32E+02 7.18E+01 1.75E+01 7.77E+00 3.33E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.571  8.50E+06 1.64E+07 2.48E+08 4.08E+05 3.99E+05 1.19E+06 1.16E+06 1.70E+06 1.44E+06 1.73E+06 1.45E+06 1.55E+06 1.19E+06 1.12E+06 8.21E+05 7.00E+05 4.97E+05 3.68E+05 2.49E+05 1.75E+05 1.13E+05 7.08E+04 4.10E+04 2.42E+04 1.31E+04 6.17E+03 2.88E+03 1.33E+03 5.26E+02 1.73E+02 6.89E+01 1.92E+01 2.09E+00 1.53E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.591  2.41E+07 4.62E+07 7.08E+08 1.12E+06 1.09E+06 3.27E+06 3.19E+06 4.68E+06 3.99E+06 4.79E+06 4.03E+06 4.35E+06 3.35E+06 3.17E+06 2.35E+06 2.02E+06 1.46E+06 1.10E+06 7.56E+05 5.43E+05 3.60E+05 2.32E+05 1.40E+05 8.75E+04 5.01E+04 2.55E+04 1.33E+04 6.47E+03 2.98E+03 1.10E+03 4.13E+02 1.87E+02 5.40E+01 2.60E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.611  6.75E+07 1.27E+08 1.99E+09 2.93E+06 2.89E+06 8.63E+06 8.43E+06 1.26E+07 1.08E+07 1.31E+07 1.10E+07 1.20E+07 9.28E+06 8.84E+06 6.61E+06 5.73E+06 4.21E+06 3.19E+06 2.24E+06 1.64E+06 1.11E+06 7.37E+05 4.63E+05 2.98E+05 1.79E+05 9.66E+04 5.41E+04 2.86E+04 1.41E+04 5.80E+03 2.47E+03 1.15E+03 4.86E+02 8.55E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.629  1.86E+08 3.48E+08 5.52E+09 7.85E+06 7.77E+06 2.32E+07 2.27E+07 3.39E+07 2.93E+07 3.54E+07 3.00E+07 3.24E+07 2.54E+07 2.43E+07 1.84E+07 1.60E+07 1.19E+07 9.13E+06 6.51E+06 4.83E+06 3.36E+06 2.28E+06 1.47E+06 9.74E+05 6.12E+05 3.42E+05 2.04E+05 1.13E+05 6.04E+04 2.73E+04 1.30E+04 6.26E+03 1.90E+03 2.90E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.648  5.10E+08 9.48E+08 1.52E+10 2.09E+07 2.07E+07 6.18E+07 6.05E+07 9.05E+07 7.84E+07 9.49E+07 8.11E+07 8.77E+07 6.90E+07 6.65E+07 5.04E+07 4.44E+07 3.34E+07 2.57E+07 1.86E+07 1.40E+07 9.90E+06 6.85E+06 4.53E+06 3.08E+06 2.00E+06 1.16E+06 7.18E+05 4.18E+05 2.38E+05 1.15E+05 5.89E+04 2.12E+04 5.04E+03 9.26E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.665  1.38E+09 2.55E+09 4.15E+10 5.50E+07 5.46E+07 1.63E+08 1.60E+08 2.39E+08 2.08E+08 2.52E+08 2.16E+08 2.34E+08 1.86E+08 1.79E+08 1.37E+08 1.22E+08 9.22E+07 7.15E+07 5.24E+07 3.98E+07 2.87E+07 2.01E+07 1.36E+07 9.45E+06 6.29E+06 3.77E+06 2.41E+06 1.47E+06 8.72E+05 4.47E+05 1.63E+05 5.12E+04 1.57E+04 2.31E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.683  3.72E+09 6.79E+09 1.12E+11 1.44E+08 1.43E+08 4.26E+08 4.18E+08 6.27E+08 5.47E+08 6.64E+08 5.71E+08 6.21E+08 4.94E+08 4.80E+08 3.69E+08 3.29E+08 2.52E+08 1.96E+08 1.46E+08 1.11E+08 8.15E+07 5.81E+07 4.01E+07 2.83E+07 1.93E+07 1.19E+07 7.83E+06 4.91E+06 2.43E+06 1.00E+06 3.42E+05 1.13E+05 4.51E+04 5.95E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.716  3.06E+10 4.69E+10 7.87E+11 9.59E+08 9.54E+08 2.85E+09 2.80E+09 4.21E+09 3.69E+09 4.49E+09 3.89E+09 4.24E+09 3.40E+09 3.33E+09 2.59E+09 2.33E+09 1.81E+09 1.43E+09 1.08E+09 8.43E+08 6.31E+08 4.60E+08 3.28E+08 2.38E+08 1.69E+08 1.08E+08 5.46E+07 2.39E+07 9.80E+06 4.04E+06 1.63E+06 6.33E+05 4.04E+05 4.22E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.748  2.10E+11 3.12E+11 5.27E+12 6.21E+09 6.18E+09 1.85E+10 1.82E+10 2.74E+10 2.41E+10 2.94E+10 2.56E+10 2.81E+10 2.27E+10 2.23E+10 1.76E+10 1.59E+10 1.25E+10 1.00E+10 7.67E+09 6.07E+09 4.63E+09 3.45E+09 2.51E+09 1.38E+09 7.14E+08 3.81E+08 1.73E+08 7.92E+07 3.50E+07 1.61E+07 7.44E+06 3.47E+06 3.47E+06 2.26E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.778  1.36E+12 1.99E+12 3.31E+13 4.03E+10 4.01E+10 1.20E+11 1.18E+11 1.75E+11 1.54E+11 1.88E+11 1.64E+11 1.82E+11 1.48E+11 1.46E+11 1.16E+11 1.06E+11 8.32E+10 6.75E+10 5.25E+10 3.80E+10 2.27E+10 1.42E+10 7.89E+09 4.11E+09 2.19E+09 1.19E+09 5.62E+08 2.90E+08 1.35E+08 7.21E+07 3.76E+07 2.11E+07 3.01E+07 1.04E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.808  5.80E+12 6.89E+12 1.31E+14 5.51E+10 5.50E+10 1.64E+11 1.62E+11 3.15E+11 3.49E+11 5.56E+11 5.78E+11 7.94E+11 7.90E+11 8.34E+11 6.74E+11 5.39E+11 3.62E+11 2.57E+11 1.62E+11 1.02E+11 5.69E+10 3.85E+10 2.12E+10 1.15E+10 6.11E+09 3.78E+09 1.78E+09 9.88E+08 5.25E+08 3.22E+08 2.08E+08 1.35E+08 2.43E+08 3.82E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.836  1.08E+13 3.05E+12 7.05E+13 3.50E+10 4.14E+10 1.12E+11 1.03E+11 6.04E+10 6.15E+10 1.13E+11 1.06E+11 1.84E+11 2.70E+10 6.96E+09 2.92E+11 6.78E+11 4.05E+11 3.12E+11 2.00E+11 1.26E+11 6.66E+10 5.29E+10 2.68E+10 1.49E+10 8.13E+09 5.69E+09 2.88E+09 1.92E+09 1.15E+09 8.40E+08 6.21E+08 4.48E+08 9.29E+08 5.87E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  0.864  1.37E+13 2.76E+12 7.22E+13 2.22E+10 3.11E+10 7.58E+10 6.54E+10 1.16E+10 1.08E+10 2.31E+10 1.95E+10 4.27E+10 9.24E+08 5.81E+07 1.26E+11 8.52E+11 4.53E+11 3.79E+11 2.48E+11 1.56E+11 7.78E+10 7.25E+10 3.39E+10 1.94E+10 1.08E+10 8.57E+09 4.67E+09 3.73E+09 2.50E+09 2.19E+09 1.86E+09 1.49E+09 3.54E+09 9.01E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  0.890  1.66E+13 3.08E+12 8.54E+13 1.41E+10 2.34E+10 5.15E+10 4.16E+10 2.22E+09 1.91E+09 4.71E+09 3.57E+09 9.90E+09 3.16E+07 4.85E+05 5.46E+10 1.07E+12 5.07E+11 4.60E+11 3.06E+11 1.94E+11 9.10E+10 9.94E+10 4.28E+10 2.53E+10 1.44E+10 1.29E+10 7.55E+09 7.24E+09 5.46E+09 5.71E+09 5.55E+09 4.92E+09 1.35E+10 1.38E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  0.916  2.00E+13 3.72E+12 1.07E+14 8.93E+09 1.76E+10 3.50E+10 2.64E+10 4.26E+08 3.37E+08 9.61E+08 6.56E+08 2.30E+09 1.08E+06 4.05E+03 2.36E+10 1.35E+12 5.68E+11 5.59E+11 3.79E+11 2.40E+11 1.06E+11 1.36E+11 5.41E+10 3.30E+10 1.91E+10 1.95E+10 1.22E+10 1.41E+10 1.19E+10 1.49E+10 1.66E+10 1.63E+10 5.16E+10 2.13E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  0.941  2.42E+13 4.73E+12 1.45E+14 5.66E+09 1.33E+10 2.38E+10 1.68E+10 8.18E+07 5.94E+07 1.96E+08 1.20E+08 5.33E+08 3.70E+04 3.38E+01 1.02E+10 1.69E+12 6.36E+11 6.78E+11 4.68E+11 2.97E+11 1.24E+11 1.87E+11 6.85E+10 4.29E+10 2.54E+10 2.93E+10 1.98E+10 2.73E+10 2.60E+10 3.89E+10 4.96E+10 5.40E+10 1.97E+11 3.27E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  0.966  2.99E+13 6.60E+12 2.26E+14 3.59E+09 9.97E+09 1.62E+10 1.07E+10 1.57E+07 1.05E+07 3.99E+07 2.21E+07 1.24E+08 1.27E+03 0.00E+00 4.42E+09 2.13E+12 7.11E+11 8.23E+11 5.78E+11 3.68E+11 1.46E+11 2.56E+11 8.66E+10 5.59E+10 3.38E+10 4.42E+10 3.19E+10 5.31E+10 5.69E+10 1.01E+11 1.48E+11 1.79E+11 7.52E+11 5.02E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.024  8.58E+13 3.81E+13 1.95E+15 1.15E+09 4.89E+09 6.16E+09 3.44E+09 2.53E+05 1.37E+05 7.49E+05 3.19E+05 3.20E+06 2.74E-01 0.00E+00 5.45E+08 3.78E+12 9.42E+11 1.34E+12 9.82E+11 6.30E+11 2.15E+11 5.65E+11 1.56E+11 1.08E+11 6.90E+10 1.23E+11 1.06E+11 2.79E+11 4.01E+11 1.11E+12 2.29E+12 3.58E+12 2.14E+13 1.47E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.079  1.07E+15 7.48E+14 4.33E+16 3.69E+08 2.40E+09 2.34E+09 1.11E+09 4.08E+03 1.79E+03 1.41E+04 4.60E+03 8.29E+04 0.00E+00 0.00E+00 6.71E+07 6.70E+12 1.25E+12 2.17E+12 1.67E+12 1.08E+12 3.18E+11 1.24E+12 2.80E+11 2.09E+11 1.41E+11 3.43E+11 3.54E+11 1.47E+12 2.82E+12 1.22E+13 3.54E+13 7.16E+13 6.09E+14 4.29E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.182  1.33E+18 5.31E+17 3.13E+19 3.80E+07 5.78E+08 3.40E+08 1.15E+08 1.06E+00 3.05E-01 4.95E+00 9.58E-01 5.56E+01 0.00E+00 0.00E+00 1.02E+06 2.11E+13 2.19E+12 5.72E+12 4.81E+12 3.14E+12 6.96E+11 6.03E+12 9.06E+11 7.81E+11 5.86E+11 2.67E+12 3.92E+12 4.06E+13 1.40E+14 1.48E+15 8.47E+15 2.86E+16 4.93E+17 3.67E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.365  1.38E+19 1.97E+18 1.13E+20 4.01E+05 3.35E+07 7.15E+06 1.23E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.34E+02 2.09E+14 6.75E+12 3.97E+13 4.01E+13 2.69E+13 3.33E+12 1.42E+14 9.48E+12 1.09E+13 1.01E+13 1.61E+14 4.81E+14 3.10E+16 3.45E+17 4.41E+15 2.53E+16 8.57E+16 1.48E+18 2.69E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.527  5.14E+19 5.54E+18 3.20E+20 4.24E+03 1.95E+06 1.50E+05 1.33E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.06E+15 2.08E+13 2.76E+14 3.34E+14 2.29E+14 1.59E+13 3.33E+15 9.92E+13 1.53E+14 1.76E+14 9.70E+15 9.57E+14 6.20E+16 6.90E+17 1.31E+16 7.58E+16 2.57E+17 4.43E+18 1.96E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.672  1.62E+20 1.65E+19 9.48E+20 4.48E+01 1.13E+05 3.16E+03 1.43E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.04E+16 6.41E+13 1.92E+15 2.78E+15 1.96E+15 7.62E+13 7.84E+16 1.04E+15 2.14E+15 3.04E+15 5.85E+17 1.91E+15 1.24E+17 1.38E+18 3.92E+16 2.27E+17 7.69E+17 1.33E+19 1.44E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
