                    *********************************************************************************
                    *  Z= 94 A=239: Positive-Parity Spin-dependent Level Density [MeV-1] for PU239  *
 200.00  3.009  1.98E+29 1.98E+28 1.18E+30 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.92E+11 1.54E+15 4.34E+18 1.24E+23 2.82E+09 2.51E+11 3.36E+03 0.00E+00 0.00E+00 3.82E+27 1.60E+28 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 94 A=245: Positive-Parity Spin-dependent Level Density [MeV-1] for PU245  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.106  1.00E+00 3.21E+00 2.88E+01 0.00E+00 0.00E+00 0.00E+00 1.67E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.150  3.00E+00 1.42E+01 1.25E+02 1.67E+00 1.55E+00 1.55E+00 3.21E+00 1.55E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.184  2.00E+01 1.18E+02 1.22E+03 4.76E+00 9.40E+00 1.24E+01 2.24E+01 2.16E+01 1.70E+01 1.39E+01 9.28E+00 3.09E+00 1.55E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.212  5.60E+01 1.74E+02 2.16E+03 4.76E+00 9.40E+00 1.39E+01 2.39E+01 2.32E+01 2.01E+01 2.01E+01 2.16E+01 1.70E+01 1.24E+01 4.64E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.237  1.08E+02 2.36E+02 3.76E+03 3.21E+00 6.31E+00 1.11E+01 1.75E+01 2.20E+01 2.32E+01 2.32E+01 2.47E+01 2.47E+01 2.16E+01 2.01E+01 2.01E+01 1.24E+01 3.09E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.260  1.82E+02 3.57E+02 5.48E+03 7.88E+00 1.93E+01 2.35E+01 3.46E+01 3.90E+01 3.43E+01 2.78E+01 2.64E+01 2.32E+01 2.47E+01 2.47E+01 2.16E+01 2.01E+01 1.70E+01 9.28E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.280  3.23E+02 7.75E+02 1.13E+04 2.54E+01 4.89E+01 6.46E+01 7.79E+01 8.87E+01 8.09E+01 6.65E+01 6.53E+01 5.27E+01 4.65E+01 3.25E+01 2.33E+01 2.47E+01 2.47E+01 2.01E+01 2.01E+01 9.28E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.300  5.89E+02 1.35E+03 1.97E+04 4.64E+01 7.37E+01 1.00E+02 1.26E+02 1.40E+02 1.46E+02 1.39E+02 1.46E+02 1.02E+02 7.74E+01 5.89E+01 4.96E+01 3.40E+01 2.47E+01 2.47E+01 2.16E+01 2.16E+01 1.24E+01 3.09E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.318  1.18E+03 3.36E+03 4.93E+04 9.27E+01 1.67E+02 2.33E+02 3.09E+02 3.68E+02 3.46E+02 3.47E+02 3.57E+02 2.83E+02 2.31E+02 1.93E+02 1.27E+02 8.99E+01 6.36E+01 4.48E+01 2.47E+01 2.47E+01 2.16E+01 2.16E+01 9.28E+00 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.335  2.38E+03 6.23E+03 9.29E+04 1.70E+02 3.08E+02 4.26E+02 5.68E+02 6.41E+02 6.30E+02 6.22E+02 6.34E+02 5.32E+02 4.54E+02 3.68E+02 2.73E+02 2.19E+02 1.37E+02 7.74E+01 5.76E+01 3.25E+01 2.47E+01 2.32E+01 2.16E+01 1.24E+01 1.55E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.75  0.351  4.81E+03 1.32E+04 2.12E+05 2.83E+02 5.47E+02 7.82E+02 1.03E+03 1.18E+03 1.20E+03 1.25E+03 1.30E+03 1.18E+03 1.07E+03 9.05E+02 7.40E+02 5.77E+02 4.33E+02 2.85E+02 1.68E+02 1.02E+02 6.37E+01 3.10E+01 2.97E+01 2.16E+01 2.01E+01 4.64E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.00  0.367  9.01E+03 2.04E+04 3.39E+05 4.18E+02 7.91E+02 1.16E+03 1.51E+03 1.78E+03 1.78E+03 1.81E+03 1.93E+03 1.73E+03 1.58E+03 1.43E+03 1.22E+03 1.02E+03 7.79E+02 5.53E+02 3.59E+02 2.57E+02 1.16E+02 7.75E+01 3.91E+01 2.94E+01 2.16E+01 2.01E+01 4.64E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.382  1.66E+04 4.04E+04 6.76E+05 8.59E+02 1.64E+03 2.41E+03 3.12E+03 3.60E+03 3.56E+03 3.59E+03 3.63E+03 3.20E+03 2.87E+03 2.53E+03 2.24E+03 1.89E+03 1.59E+03 1.23E+03 9.09E+02 6.47E+02 3.70E+02 2.43E+02 1.16E+02 7.46E+01 2.94E+01 2.78E+01 2.01E+01 9.28E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.396  2.99E+04 6.60E+04 1.10E+06 1.39E+03 2.66E+03 3.92E+03 5.13E+03 5.93E+03 5.98E+03 6.05E+03 6.14E+03 5.26E+03 4.70E+03 4.00E+03 3.37E+03 2.91E+03 2.39E+03 1.90E+03 1.46E+03 1.11E+03 6.97E+02 4.38E+02 2.81E+02 1.29E+02 7.58E+01 2.94E+01 2.78E+01 2.16E+01 9.28E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.410  5.52E+04 1.37E+05 2.29E+06 2.87E+03 5.48E+03 7.97E+03 1.03E+04 1.19E+04 1.21E+04 1.23E+04 1.26E+04 1.12E+04 1.02E+04 8.67E+03 7.31E+03 6.05E+03 4.82E+03 3.63E+03 2.76E+03 2.19E+03 1.54E+03 1.11E+03 6.98E+02 4.01E+02 1.97E+02 9.44E+01 4.65E+01 2.94E+01 2.01E+01 1.24E+01 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.424  9.99E+04 2.21E+05 3.76E+06 4.35E+03 8.44E+03 1.24E+04 1.62E+04 1.89E+04 1.95E+04 2.01E+04 2.05E+04 1.79E+04 1.66E+04 1.43E+04 1.22E+04 1.03E+04 8.19E+03 6.13E+03 4.49E+03 3.52E+03 2.43E+03 1.86E+03 1.25E+03 7.72E+02 4.31E+02 2.03E+02 9.67E+01 3.86E+01 2.78E+01 2.01E+01 9.28E+00 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.437  1.83E+05 4.46E+05 7.77E+06 8.38E+03 1.63E+04 2.40E+04 3.16E+04 3.67E+04 3.75E+04 3.88E+04 4.00E+04 3.63E+04 3.38E+04 2.96E+04 2.54E+04 2.18E+04 1.79E+04 1.38E+04 1.02E+04 7.83E+03 5.23E+03 3.84E+03 2.68E+03 1.86E+03 1.19E+03 7.00E+02 3.43E+02 1.45E+02 6.90E+01 3.10E+01 2.18E+01 1.39E+01 1.55E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.449  3.27E+05 7.08E+05 1.25E+07 1.28E+04 2.50E+04 3.68E+04 4.83E+04 5.63E+04 5.87E+04 6.15E+04 6.38E+04 5.68E+04 5.30E+04 4.71E+04 4.11E+04 3.55E+04 2.91E+04 2.28E+04 1.72E+04 1.35E+04 9.13E+03 6.66E+03 4.58E+03 3.17E+03 2.16E+03 1.39E+03 7.09E+02 3.87E+02 1.71E+02 7.35E+01 4.07E+01 2.52E+01 1.24E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.462  5.90E+05 1.39E+06 2.50E+07 2.48E+04 4.84E+04 7.14E+04 9.37E+04 1.09E+05 1.12E+05 1.17E+05 1.20E+05 1.10E+05 1.03E+05 9.23E+04 8.13E+04 7.05E+04 5.91E+04 4.71E+04 3.59E+04 2.89E+04 2.01E+04 1.50E+04 1.03E+04 7.04E+03 4.78E+03 3.25E+03 2.00E+03 1.17E+03 6.58E+02 3.03E+02 1.37E+02 6.15E+01 3.71E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.474  1.04E+06 2.18E+06 3.96E+07 3.77E+04 7.41E+04 1.10E+05 1.43E+05 1.68E+05 1.76E+05 1.84E+05 1.91E+05 1.72E+05 1.60E+05 1.43E+05 1.27E+05 1.12E+05 9.34E+04 7.43E+04 5.80E+04 4.68E+04 3.30E+04 2.51E+04 1.75E+04 1.21E+04 7.95E+03 5.45E+03 3.49E+03 2.18E+03 1.32E+03 6.99E+02 2.97E+02 1.24E+02 6.49E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.497  3.24E+06 6.62E+06 1.23E+08 1.10E+05 2.16E+05 3.20E+05 4.19E+05 4.92E+05 5.18E+05 5.46E+05 5.70E+05 5.16E+05 4.87E+05 4.39E+05 3.92E+05 3.46E+05 2.93E+05 2.34E+05 1.85E+05 1.53E+05 1.10E+05 8.59E+04 6.21E+04 4.41E+04 3.04E+04 2.05E+04 1.27E+04 8.25E+03 5.36E+03 3.26E+03 1.71E+03 8.44E+02 3.40E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.519  9.83E+06 1.98E+07 3.76E+08 3.13E+05 6.20E+05 9.17E+05 1.21E+06 1.42E+06 1.50E+06 1.59E+06 1.66E+06 1.51E+06 1.44E+06 1.31E+06 1.18E+06 1.05E+06 9.04E+05 7.33E+05 5.87E+05 4.91E+05 3.59E+05 2.84E+05 2.11E+05 1.55E+05 1.10E+05 7.76E+04 4.96E+04 3.27E+04 2.19E+04 1.32E+04 7.33E+03 4.12E+03 2.05E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.540  2.93E+07 5.80E+07 1.13E+09 8.82E+05 1.75E+06 2.59E+06 3.40E+06 4.01E+06 4.26E+06 4.53E+06 4.76E+06 4.37E+06 4.21E+06 3.85E+06 3.48E+06 3.14E+06 2.72E+06 2.23E+06 1.81E+06 1.53E+06 1.14E+06 9.17E+05 6.93E+05 5.17E+05 3.78E+05 2.75E+05 1.81E+05 1.25E+05 8.66E+04 5.53E+04 3.12E+04 1.73E+04 9.13E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.561  8.54E+07 1.67E+08 3.31E+09 2.44E+06 4.85E+06 7.20E+06 9.48E+06 1.12E+07 1.19E+07 1.27E+07 1.34E+07 1.23E+07 1.20E+07 1.10E+07 1.00E+07 9.14E+06 7.97E+06 6.66E+06 5.43E+06 4.65E+06 3.51E+06 2.86E+06 2.20E+06 1.67E+06 1.25E+06 9.24E+05 6.19E+05 4.38E+05 3.12E+05 2.06E+05 1.20E+05 7.06E+04 3.75E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.580  2.45E+08 4.73E+08 9.56E+09 6.71E+06 1.33E+07 1.98E+07 2.61E+07 3.08E+07 3.30E+07 3.53E+07 3.73E+07 3.45E+07 3.36E+07 3.12E+07 2.85E+07 2.61E+07 2.29E+07 1.93E+07 1.59E+07 1.38E+07 1.06E+07 8.71E+06 6.79E+06 5.25E+06 3.98E+06 3.00E+06 2.06E+06 1.48E+06 1.08E+06 7.29E+05 4.35E+05 2.64E+05 1.45E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.599  6.91E+08 1.31E+09 2.70E+10 1.77E+07 3.51E+07 5.22E+07 6.88E+07 8.20E+07 8.91E+07 9.56E+07 1.02E+08 9.47E+07 9.26E+07 8.64E+07 7.95E+07 7.33E+07 6.48E+07 5.50E+07 4.57E+07 3.98E+07 3.10E+07 2.58E+07 2.03E+07 1.60E+07 1.23E+07 9.42E+06 6.59E+06 4.84E+06 3.61E+06 2.48E+06 1.51E+06 9.35E+05 5.28E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.618  1.92E+09 3.61E+09 7.57E+10 4.73E+07 9.42E+07 1.40E+08 1.85E+08 2.20E+08 2.40E+08 2.58E+08 2.75E+08 2.57E+08 2.53E+08 2.36E+08 2.18E+08 2.03E+08 1.80E+08 1.54E+08 1.29E+08 1.13E+08 8.91E+07 7.49E+07 5.98E+07 4.75E+07 3.71E+07 2.89E+07 2.05E+07 1.53E+07 1.16E+07 8.10E+06 5.04E+06 3.18E+06 1.83E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.636  5.28E+09 9.83E+09 2.09E+11 1.26E+08 2.50E+08 3.72E+08 4.91E+08 5.86E+08 6.40E+08 6.90E+08 7.36E+08 6.92E+08 6.83E+08 6.39E+08 5.93E+08 5.55E+08 4.96E+08 4.26E+08 3.59E+08 3.18E+08 2.52E+08 2.14E+08 1.72E+08 1.39E+08 1.10E+08 8.64E+07 6.20E+07 4.69E+07 3.62E+07 2.57E+07 1.62E+07 1.04E+07 6.13E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.653  1.44E+10 2.65E+10 5.72E+11 3.30E+08 6.56E+08 9.77E+08 1.29E+09 1.54E+09 1.69E+09 1.82E+09 1.95E+09 1.84E+09 1.82E+09 1.71E+09 1.59E+09 1.50E+09 1.35E+09 1.16E+09 9.88E+08 8.79E+08 7.03E+08 5.99E+08 4.88E+08 3.97E+08 3.17E+08 2.53E+08 1.84E+08 1.41E+08 1.10E+08 7.92E+07 5.07E+07 3.30E+07 1.97E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.670  3.86E+10 7.05E+10 1.54E+12 8.57E+08 1.71E+09 2.54E+09 3.36E+09 4.02E+09 4.41E+09 4.77E+09 5.11E+09 4.84E+09 4.81E+09 4.53E+09 4.23E+09 4.00E+09 3.61E+09 3.14E+09 2.68E+09 2.40E+09 1.93E+09 1.66E+09 1.36E+09 1.12E+09 9.00E+08 7.25E+08 5.33E+08 4.13E+08 3.27E+08 2.38E+08 1.54E+08 1.02E+08 6.17E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.703  3.17E+11 4.86E+11 1.09E+13 5.64E+09 1.12E+10 1.68E+10 2.22E+10 2.66E+10 2.93E+10 3.18E+10 3.41E+10 3.25E+10 3.24E+10 3.08E+10 2.90E+10 2.75E+10 2.51E+10 2.20E+10 1.90E+10 1.72E+10 1.40E+10 1.22E+10 1.02E+10 8.46E+09 6.93E+09 5.68E+09 4.25E+09 3.36E+09 2.71E+09 2.02E+09 1.34E+09 9.02E+08 5.60E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.734  2.17E+12 3.22E+12 7.38E+13 3.60E+10 7.17E+10 1.07E+11 1.42E+11 1.70E+11 1.88E+11 2.04E+11 2.20E+11 2.11E+11 2.11E+11 2.01E+11 1.91E+11 1.82E+11 1.67E+11 1.48E+11 1.29E+11 1.17E+11 9.72E+10 8.52E+10 7.19E+10 6.07E+10 5.04E+10 4.19E+10 3.19E+10 2.56E+10 2.10E+10 1.59E+10 1.07E+10 7.38E+09 4.67E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.764  1.11E+13 1.46E+13 4.05E+14 5.39E+10 1.07E+11 1.66E+11 2.31E+11 3.16E+11 4.19E+11 5.27E+11 6.46E+11 8.06E+11 9.23E+11 1.03E+12 1.06E+12 1.06E+12 1.03E+12 9.45E+11 8.45E+11 7.77E+11 6.49E+11 5.75E+11 4.90E+11 4.19E+11 3.51E+11 2.96E+11 2.28E+11 1.85E+11 1.54E+11 1.19E+11 8.14E+10 5.64E+10 3.63E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.793  2.44E+13 1.20E+13 5.11E+14 1.95E+10 3.24E+10 4.73E+10 5.65E+10 5.16E+10 6.40E+10 3.10E+10 3.87E+10 8.96E+10 1.39E+11 1.49E+11 1.06E+11 1.08E+11 1.15E+11 1.05E+11 2.58E+11 4.90E+11 8.32E+11 1.02E+12 1.05E+12 1.02E+12 9.52E+11 8.74E+11 8.37E+11 7.78E+11 7.03E+11 7.48E+11 5.82E+11 4.09E+11 2.66E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
