                    *********************************************************************************
                    *  Z= 97 A=250: Positive-Parity Spin-dependent Level Density [MeV-1] for BK250  *
  70.00  1.755  2.30E+26 4.06E+25 2.84E+26 0.00E+00 5.03E+22 4.39E+18 4.06E+25 5.88E+21 5.17E+17 1.94E+15 3.68E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.16E+06 3.18E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.61E+15 8.83E+14 6.65E+13 3.87E+16 5.12E+10 1.03E+12 8.77E+09 1.28E+11 3.56E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  1.876  3.68E+27 6.49E+26 4.54E+27 0.00E+00 7.96E+23 8.77E+18 6.49E+26 1.76E+22 1.16E+19 1.73E+16 3.57E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.11E+05 7.28E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.96E+16 4.13E+15 2.19E+14 4.37E+17 5.82E+10 2.15E+12 8.85E+09 2.43E+11 5.11E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  1.990  5.88E+28 1.04E+28 7.26E+28 0.00E+00 1.26E+25 1.75E+19 1.04E+28 5.29E+22 2.62E+20 1.53E+17 3.46E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.84E+04 1.67E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.38E+17 1.94E+16 7.20E+14 4.93E+18 6.62E+10 4.53E+12 8.92E+09 4.62E+11 7.32E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.098  9.40E+29 1.66E+29 1.16E+30 0.00E+00 2.00E+26 3.51E+19 1.66E+29 1.59E+23 5.89E+21 1.36E+18 3.35E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.99E+03 3.83E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.42E+18 9.06E+16 2.37E+15 5.56E+19 7.54E+10 9.51E+12 9.00E+09 8.76E+11 1.05E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.200  1.50E+31 2.65E+30 1.85E+31 0.00E+00 3.16E+27 7.01E+19 2.65E+30 4.75E+23 1.33E+23 1.21E+19 3.25E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.27E+03 8.79E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 8.54E+18 4.24E+17 7.79E+15 6.28E+20 8.58E+10 2.00E+13 9.07E+09 1.66E+12 1.51E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.298  2.40E+32 4.24E+31 2.96E+32 0.00E+00 5.01E+28 1.40E+20 4.23E+31 1.43E+24 2.98E+24 1.07E+20 3.15E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.32E+02 2.02E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 5.12E+19 1.99E+18 2.56E+16 7.08E+21 9.76E+10 4.20E+13 9.15E+09 3.15E+12 2.16E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.392  3.84E+33 6.77E+32 4.74E+33 0.00E+00 7.94E+29 2.80E+20 6.76E+32 4.28E+24 6.72E+25 9.50E+20 3.05E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 4.62E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.07E+20 9.30E+18 8.44E+16 7.99E+22 1.11E+11 8.81E+13 9.23E+09 5.98E+12 3.09E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  2.482  6.13E+34 1.08E+34 7.57E+34 0.00E+00 1.26E+31 5.60E+20 1.08E+34 1.28E+25 1.51E+27 8.43E+21 2.96E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.84E+21 4.35E+19 2.78E+17 9.02E+23 1.26E+11 1.85E+14 9.30E+09 1.14E+13 4.43E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  2.569  9.80E+35 1.73E+35 1.21E+36 0.00E+00 1.99E+32 1.12E+21 1.73E+35 3.85E+25 3.40E+28 7.48E+22 2.87E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.10E+22 2.04E+20 9.13E+17 1.02E+25 1.44E+11 3.89E+14 9.38E+09 2.15E+13 6.35E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  2.653  1.57E+37 2.76E+36 1.93E+37 0.00E+00 3.15E+33 2.24E+21 2.76E+36 1.15E+26 7.66E+29 6.64E+23 2.78E+24 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 6.61E+22 9.55E+20 3.00E+18 1.15E+26 1.64E+11 8.17E+14 9.46E+09 4.09E+13 9.11E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  2.735  2.50E+38 4.42E+37 3.09E+38 0.00E+00 4.99E+34 4.47E+21 4.41E+37 3.46E+26 1.72E+31 5.89E+24 2.69E+25 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 3.96E+23 4.47E+21 9.89E+18 1.30E+27 1.86E+11 1.72E+15 9.54E+09 7.75E+13 1.31E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  2.814  4.00E+39 7.06E+38 4.94E+39 0.00E+00 7.91E+35 8.94E+21 7.05E+38 1.04E+27 3.88E+32 5.23E+25 2.61E+26 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 2.38E+24 2.09E+22 3.25E+19 1.46E+28 2.12E+11 3.60E+15 9.62E+09 1.47E+14 1.87E+28 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  2.891  6.40E+40 1.13E+40 7.90E+40 0.00E+00 1.25E+37 1.79E+22 1.13E+40 3.11E+27 8.73E+33 4.64E+26 2.53E+27 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.42E+25 9.80E+22 1.07E+20 1.65E+29 2.41E+11 7.57E+15 9.70E+09 2.79E+14 2.68E+29 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  2.966  1.02E+42 1.80E+41 1.26E+42 0.00E+00 1.98E+38 3.57E+22 1.80E+41 9.33E+27 1.97E+35 4.12E+27 2.45E+28 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 8.54E+25 4.59E+23 3.52E+20 1.86E+30 2.74E+11 1.59E+16 9.78E+09 5.29E+14 3.85E+30 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
