                    *********************************************************************************
                    *  Z= 64 A=153: Positive-Parity Spin-dependent Level Density [MeV-1] for GD153  *
  16.00  1.073  2.83E+11 2.52E+11 3.08E+12 9.63E+09 1.90E+10 2.71E+10 3.17E+10 3.16E+10 3.02E+10 2.68E+10 2.20E+10 1.72E+10 1.25E+10 8.91E+09 5.78E+09 3.81E+09 2.34E+09 1.41E+09 8.01E+08 4.31E+08 2.35E+08 1.23E+08 6.56E+07 3.34E+07 1.56E+07 7.41E+06 3.51E+06 1.65E+06 7.29E+05 3.21E+05 1.15E+05 6.03E+04 2.88E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.106  7.18E+11 6.17E+11 7.69E+12 2.23E+10 4.40E+10 6.51E+10 7.58E+10 7.63E+10 7.38E+10 6.62E+10 5.49E+10 4.31E+10 3.19E+10 2.29E+10 1.52E+10 1.02E+10 6.42E+09 3.94E+09 2.32E+09 1.29E+09 7.30E+08 3.98E+08 2.20E+08 1.18E+08 5.66E+07 2.79E+07 1.39E+07 6.83E+06 3.13E+06 1.44E+06 5.24E+05 2.88E+05 5.20E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.138  1.78E+12 1.52E+12 1.93E+13 5.17E+10 1.02E+11 1.57E+11 1.81E+11 1.84E+11 1.80E+11 1.64E+11 1.37E+11 1.08E+11 8.11E+10 5.90E+10 3.99E+10 2.71E+10 1.76E+10 1.10E+10 6.73E+09 3.88E+09 2.27E+09 1.28E+09 7.35E+08 4.15E+08 2.05E+08 1.05E+08 5.52E+07 2.82E+07 1.35E+07 6.48E+06 2.39E+06 1.38E+06 9.40E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.169  4.41E+12 3.73E+12 4.85E+13 1.20E+11 2.37E+11 3.76E+11 4.33E+11 4.44E+11 4.40E+11 4.04E+11 3.43E+11 2.71E+11 2.06E+11 1.52E+11 1.05E+11 7.25E+10 4.83E+10 3.08E+10 1.95E+10 1.16E+10 7.04E+09 4.14E+09 2.46E+09 1.46E+09 7.43E+08 3.93E+08 2.19E+08 1.17E+08 5.79E+07 2.91E+07 1.09E+07 6.57E+06 1.70E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.199  1.09E+13 9.20E+12 1.22E+14 2.78E+11 5.49E+11 9.05E+11 1.03E+12 1.07E+12 1.07E+12 1.00E+12 8.57E+11 6.80E+11 5.25E+11 3.91E+11 2.76E+11 1.93E+11 1.33E+11 8.63E+10 5.66E+10 3.49E+10 2.19E+10 1.33E+10 8.25E+09 5.16E+09 2.69E+09 1.48E+09 8.68E+08 4.82E+08 2.49E+08 1.31E+08 4.98E+07 3.14E+07 3.07E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.272  1.33E+14 8.87E+13 1.25E+15 2.27E+12 4.50E+12 8.11E+12 9.12E+12 9.66E+12 1.00E+13 9.61E+12 8.47E+12 6.78E+12 5.43E+12 4.15E+12 3.10E+12 2.25E+12 1.65E+12 1.13E+12 8.10E+11 5.43E+11 3.72E+11 2.49E+11 1.69E+11 1.20E+11 6.73E+10 4.05E+10 2.72E+10 1.67E+10 9.55E+09 5.58E+09 2.22E+09 1.57E+09 1.35E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.341  1.33E+15 8.72E+14 1.33E+16 1.85E+13 3.69E+13 7.27E+13 8.05E+13 8.72E+13 9.34E+13 9.24E+13 8.36E+13 6.76E+13 5.62E+13 4.41E+13 3.47E+13 2.62E+13 2.06E+13 1.48E+13 1.16E+13 8.46E+12 6.33E+12 4.65E+12 3.47E+12 2.81E+12 1.68E+12 1.11E+12 8.50E+11 5.80E+11 3.66E+11 2.38E+11 9.87E+10 7.82E+10 5.93E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.469  2.40E+17 9.48E+16 1.86E+18 1.24E+15 2.48E+15 5.84E+15 6.27E+15 7.10E+15 8.12E+15 8.54E+15 8.15E+15 6.72E+15 6.00E+15 4.98E+15 4.37E+15 3.56E+15 3.20E+15 2.55E+15 2.37E+15 2.05E+15 1.83E+15 1.62E+15 1.46E+15 1.53E+15 1.05E+15 8.30E+14 8.32E+14 6.99E+14 5.38E+14 4.35E+14 1.96E+14 1.95E+14 1.14E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.696  2.09E+21 4.18E+20 5.25E+21 5.53E+18 1.12E+19 3.77E+19 3.80E+19 4.72E+19 6.13E+19 7.30E+19 7.75E+19 6.64E+19 1.79E+16 1.48E+16 1.30E+16 1.06E+16 9.57E+15 7.62E+15 7.10E+15 6.13E+15 5.48E+15 4.85E+15 4.38E+15 4.59E+15 3.15E+15 2.49E+15 2.49E+15 2.10E+15 1.61E+15 1.30E+15 5.87E+14 5.84E+14 4.26E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.896  8.36E+21 8.36E+20 1.05E+22 1.10E+19 2.23E+19 7.54E+19 7.59E+19 9.44E+19 1.23E+20 1.46E+20 1.55E+20 1.33E+20 5.34E+16 4.43E+16 3.89E+16 3.17E+16 2.86E+16 2.28E+16 2.12E+16 1.84E+16 1.64E+16 1.45E+16 1.31E+16 1.38E+16 9.45E+15 7.46E+15 7.48E+15 6.29E+15 4.84E+15 3.91E+15 1.76E+15 1.75E+15 8.51E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.077  2.09E+22 1.67E+21 2.10E+22 2.21E+19 4.47E+19 1.51E+20 1.52E+20 1.89E+20 2.45E+20 2.92E+20 3.10E+20 2.66E+20 1.59E+17 1.32E+17 1.16E+17 9.47E+16 8.54E+16 6.81E+16 6.35E+16 5.49E+16 4.91E+16 4.35E+16 3.93E+16 4.12E+16 2.83E+16 2.24E+16 2.24E+16 1.89E+16 1.45E+16 1.17E+16 5.28E+15 5.26E+15 1.70E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.243  4.60E+22 3.34E+21 4.21E+22 4.42E+19 8.93E+19 3.01E+20 3.04E+20 3.77E+20 4.91E+20 5.84E+20 6.20E+20 5.31E+20 4.74E+17 3.94E+17 3.46E+17 2.83E+17 2.55E+17 2.03E+17 1.90E+17 1.64E+17 1.47E+17 1.30E+17 1.18E+17 1.23E+17 8.49E+16 6.70E+16 6.72E+16 5.65E+16 4.35E+16 3.52E+16 1.58E+16 1.58E+16 3.39E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.398  9.62E+22 6.69E+21 8.43E+22 8.84E+19 1.79E+20 6.03E+20 6.07E+20 7.55E+20 9.81E+20 1.17E+21 1.24E+21 1.06E+21 1.41E+18 1.17E+18 1.03E+18 8.43E+17 7.62E+17 6.08E+17 5.68E+17 4.91E+17 4.40E+17 3.90E+17 3.53E+17 3.70E+17 2.54E+17 2.01E+17 2.01E+17 1.69E+17 1.31E+17 1.06E+17 4.74E+16 4.73E+16 6.78E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.544  1.97E+23 1.34E+22 1.69E+23 1.77E+20 3.57E+20 1.21E+21 1.21E+21 1.51E+21 1.96E+21 2.33E+21 2.48E+21 2.12E+21 4.22E+18 3.50E+18 3.09E+18 2.52E+18 2.28E+18 1.82E+18 1.70E+18 1.47E+18 1.32E+18 1.17E+18 1.06E+18 1.11E+18 7.62E+17 6.02E+17 6.04E+17 5.08E+17 3.91E+17 3.16E+17 1.42E+17 1.42E+17 1.35E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.681  3.98E+23 2.68E+22 3.39E+23 3.53E+20 7.14E+20 2.41E+21 2.43E+21 3.02E+21 3.92E+21 4.67E+21 4.96E+21 4.25E+21 1.26E+19 1.04E+19 9.21E+18 7.52E+18 6.80E+18 5.43E+18 5.07E+18 4.40E+18 3.94E+18 3.50E+18 3.17E+18 3.32E+18 2.28E+18 1.80E+18 1.81E+18 1.52E+18 1.17E+18 9.49E+17 4.27E+17 4.25E+17 2.70E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.812  8.00E+23 5.37E+22 6.80E+23 7.07E+20 1.43E+21 4.82E+21 4.86E+21 6.04E+21 7.85E+21 9.33E+21 9.92E+21 8.50E+21 3.75E+19 3.11E+19 2.75E+19 2.24E+19 2.03E+19 1.62E+19 1.52E+19 1.32E+19 1.18E+19 1.05E+19 9.48E+18 9.95E+18 6.84E+18 5.41E+18 5.43E+18 4.57E+18 3.52E+18 2.85E+18 1.28E+18 1.28E+18 5.40E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.937  1.61E+24 1.08E+23 1.37E+24 1.41E+21 2.86E+21 9.64E+21 9.71E+21 1.21E+22 1.57E+22 1.87E+22 1.98E+22 1.70E+22 1.12E+20 9.29E+19 8.20E+19 6.70E+19 6.07E+19 4.85E+19 4.54E+19 3.94E+19 3.53E+19 3.14E+19 2.84E+19 2.98E+19 2.05E+19 1.62E+19 1.63E+19 1.37E+19 1.06E+19 8.54E+18 3.84E+18 3.82E+18 1.08E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  3.057  3.23E+24 2.16E+23 2.76E+24 2.83E+21 5.71E+21 1.93E+22 1.94E+22 2.41E+22 3.14E+22 3.73E+22 3.97E+22 3.40E+22 3.33E+20 2.77E+20 2.45E+20 2.00E+20 1.81E+20 1.45E+20 1.36E+20 1.18E+20 1.06E+20 9.39E+19 8.51E+19 8.93E+19 6.15E+19 4.86E+19 4.88E+19 4.11E+19 3.17E+19 2.56E+19 1.15E+19 1.15E+19 2.15E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.173  6.48E+24 4.34E+23 5.58E+24 5.65E+21 1.14E+22 3.86E+22 3.88E+22 4.83E+22 6.28E+22 7.47E+22 7.94E+22 6.80E+22 9.93E+20 8.26E+20 7.30E+20 5.97E+20 5.41E+20 4.33E+20 4.06E+20 3.52E+20 3.16E+20 2.81E+20 2.55E+20 2.68E+20 1.84E+20 1.46E+20 1.46E+20 1.23E+20 9.49E+19 7.68E+19 3.45E+19 3.44E+19 4.30E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.284  1.30E+25 8.75E+23 1.14E+25 1.13E+22 2.28E+22 7.71E+22 7.77E+22 9.66E+22 1.26E+23 1.49E+23 1.59E+23 1.36E+23 2.96E+21 2.46E+21 2.18E+21 1.78E+21 1.62E+21 1.29E+21 1.21E+21 1.05E+21 9.46E+20 8.42E+20 7.63E+20 8.02E+20 5.52E+20 4.36E+20 4.38E+20 3.69E+20 2.85E+20 2.30E+20 1.04E+20 1.03E+20 8.59E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.392  2.63E+25 1.77E+24 2.34E+25 2.26E+22 4.57E+22 1.54E+23 1.55E+23 1.93E+23 2.51E+23 2.99E+23 3.17E+23 2.72E+23 8.82E+21 7.35E+21 6.50E+21 5.32E+21 4.83E+21 3.87E+21 3.63E+21 3.15E+21 2.83E+21 2.52E+21 2.29E+21 2.40E+21 1.65E+21 1.31E+21 1.31E+21 1.11E+21 8.53E+20 6.90E+20 3.10E+20 3.09E+20 1.72E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.496  5.31E+25 3.60E+24 4.86E+25 4.52E+22 9.14E+22 3.08E+23 3.11E+23 3.86E+23 5.02E+23 5.97E+23 6.35E+23 5.44E+23 2.63E+22 2.19E+22 1.94E+22 1.59E+22 1.44E+22 1.16E+22 1.08E+22 9.44E+21 8.47E+21 7.55E+21 6.85E+21 7.20E+21 4.96E+21 3.92E+21 3.94E+21 3.32E+21 2.56E+21 2.07E+21 9.31E+20 9.28E+20 3.43E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.597  1.08E+26 7.38E+24 1.03E+26 9.04E+22 1.83E+23 6.17E+23 6.21E+23 7.72E+23 1.00E+24 1.19E+24 1.27E+24 1.09E+24 7.84E+22 6.53E+22 5.79E+22 4.74E+22 4.31E+22 3.45E+22 3.24E+22 2.82E+22 2.54E+22 2.26E+22 2.05E+22 2.16E+22 1.49E+22 1.18E+22 1.18E+22 9.95E+21 7.67E+21 6.21E+21 2.79E+21 2.78E+21 6.85E+13 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.696  2.21E+26 1.53E+25 2.22E+26 1.81E+23 3.65E+23 1.23E+24 1.24E+24 1.54E+24 2.01E+24 2.39E+24 2.54E+24 2.17E+24 2.34E+23 1.95E+23 1.73E+23 1.42E+23 1.29E+23 1.03E+23 9.70E+22 8.45E+22 7.59E+22 6.77E+22 6.14E+22 6.46E+22 4.45E+22 3.52E+22 3.54E+22 2.98E+22 2.30E+22 1.86E+22 8.37E+21 8.35E+21 1.37E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.792  4.59E+26 3.22E+25 4.93E+26 3.61E+23 7.31E+23 2.47E+24 2.48E+24 3.09E+24 4.01E+24 4.78E+24 5.08E+24 4.35E+24 6.97E+23 5.81E+23 5.15E+23 4.23E+23 3.85E+23 3.08E+23 2.90E+23 2.53E+23 2.27E+23 2.03E+23 1.84E+23 1.94E+23 1.33E+23 1.06E+23 1.06E+23 8.95E+22 6.90E+22 5.58E+22 2.51E+22 2.50E+22 2.73E+14 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 64 A=153: Negative-parity Spin-dependent Level Density [MeV-1] for GD153  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.134  2.00E+00 1.11E+01 5.91E+01 1.67E+00 4.34E+00 2.02E+00 2.02E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.190  5.00E+00 1.41E+01 9.28E+01 1.67E+00 2.68E+00 3.69E+00 3.03E+00 2.02E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.232  9.00E+00 1.61E+01 1.36E+02 1.67E+00 1.01E+00 2.68E+00 3.03E+00 3.03E+00 3.69E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.268  1.30E+01 1.55E+01 1.72E+02 0.00E+00 0.00E+00 1.67E+00 2.02E+00 3.03E+00 4.70E+00 3.03E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.300  1.80E+01 2.71E+01 2.35E+02 3.69E+00 6.37E+00 3.23E+00 1.67E+00 1.01E+00 3.03E+00 4.05E+00 3.03E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.328  2.70E+01 4.06E+01 3.16E+02 4.79E+00 1.07E+01 7.28E+00 6.72E+00 1.01E+00 1.01E+00 3.03E+00 4.05E+00 2.02E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.355  4.40E+01 9.76E+01 6.86E+02 1.13E+01 2.25E+01 2.41E+01 1.85E+01 9.10E+00 4.05E+00 0.00E+00 3.03E+00 4.05E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.379  7.50E+01 1.50E+02 1.09E+03 1.77E+01 3.06E+01 3.39E+01 2.83E+01 1.89E+01 9.10E+00 2.02E+00 1.01E+00 4.05E+00 3.03E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.402  1.28E+02 2.73E+02 2.10E+03 3.03E+01 4.82E+01 5.55E+01 5.05E+01 3.76E+01 2.49E+01 1.12E+01 5.71E+00 2.02E+00 4.05E+00 3.03E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.424  2.11E+02 3.92E+02 3.09E+03 4.12E+01 6.74E+01 7.26E+01 7.40E+01 5.36E+01 4.11E+01 2.23E+01 1.08E+01 1.01E+00 3.03E+00 4.05E+00 1.01E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
