                    *********************************************************************************
                    *  Z= 64 A=153: Positive-Parity Spin-dependent Level Density [MeV-1] for GD153  *
   3.00  0.458  1.24E+03 2.34E+03 2.73E+04 8.46E+01 2.04E+02 2.94E+02 3.11E+02 2.88E+02 2.78E+02 2.52E+02 1.84E+02 1.38E+02 1.17E+02 8.20E+01 5.13E+01 3.04E+01 1.53E+01 4.53E+00 3.02E+00 3.02E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.25  0.477  2.05E+03 4.14E+03 4.92E+04 1.55E+02 3.38E+02 4.99E+02 5.20E+02 5.15E+02 4.89E+02 4.42E+02 3.65E+02 2.68E+02 1.88E+02 1.43E+02 9.51E+01 5.89E+01 3.17E+01 1.51E+01 6.04E+00 3.02E+00 3.02E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.50  0.495  3.33E+03 6.09E+03 7.28E+04 2.28E+02 4.82E+02 7.13E+02 7.84E+02 7.73E+02 6.98E+02 6.60E+02 5.14E+02 4.17E+02 2.95E+02 2.02E+02 1.28E+02 9.22E+01 5.15E+01 2.87E+01 1.21E+01 3.02E+00 3.02E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   3.75  0.513  5.44E+03 1.08E+04 1.32E+05 3.87E+02 8.58E+02 1.25E+03 1.34E+03 1.31E+03 1.29E+03 1.17E+03 9.43E+02 7.32E+02 5.60E+02 3.97E+02 2.41E+02 1.54E+02 1.02E+02 5.74E+01 2.87E+01 1.21E+01 3.02E+00 3.02E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.00  0.529  8.76E+03 1.57E+04 1.93E+05 5.41E+02 1.17E+03 1.75E+03 1.92E+03 1.93E+03 1.87E+03 1.71E+03 1.38E+03 1.10E+03 8.19E+02 6.03E+02 3.69E+02 2.29E+02 1.40E+02 8.47E+01 4.38E+01 2.72E+01 6.04E+00 3.02E+00 3.02E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.25  0.546  1.41E+04 2.73E+04 3.40E+05 9.74E+02 2.00E+03 2.95E+03 3.26E+03 3.22E+03 3.20E+03 2.94E+03 2.47E+03 1.97E+03 1.48E+03 1.08E+03 6.99E+02 4.52E+02 2.59E+02 1.57E+02 8.46E+01 4.55E+01 2.43E+01 6.04E+00 3.02E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.50  0.562  2.25E+04 3.95E+04 4.96E+05 1.40E+03 2.86E+03 4.19E+03 4.71E+03 4.73E+03 4.63E+03 4.23E+03 3.52E+03 2.90E+03 2.18E+03 1.61E+03 1.05E+03 6.57E+02 4.03E+02 2.36E+02 1.35E+02 7.73E+01 3.35E+01 1.21E+01 3.02E+00 3.02E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   4.75  0.577  3.60E+04 6.83E+04 8.66E+05 2.40E+03 4.92E+03 7.18E+03 7.99E+03 7.96E+03 7.87E+03 7.29E+03 6.07E+03 4.97E+03 3.84E+03 2.86E+03 1.95E+03 1.26E+03 7.73E+02 4.66E+02 2.41E+02 1.43E+02 7.46E+01 3.19E+01 9.06E+00 3.02E+00 3.02E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.00  0.592  5.67E+04 9.79E+04 1.25E+06 3.37E+03 6.80E+03 9.99E+03 1.14E+04 1.16E+04 1.13E+04 1.04E+04 8.77E+03 7.24E+03 5.53E+03 4.16E+03 2.86E+03 1.86E+03 1.18E+03 7.09E+02 3.89E+02 2.02E+02 1.14E+02 5.01E+01 1.81E+01 1.51E+00 3.02E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   5.50  0.621  1.41E+05 2.39E+05 3.11E+06 7.99E+03 1.60E+04 2.34E+04 2.69E+04 2.76E+04 2.73E+04 2.54E+04 2.16E+04 1.82E+04 1.40E+04 1.05E+04 7.28E+03 4.88E+03 3.17E+03 1.96E+03 1.14E+03 6.08E+02 3.17E+02 1.56E+02 7.27E+01 3.05E+01 7.71E+00 3.02E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.00  0.648  3.44E+05 5.72E+05 7.58E+06 1.88E+04 3.72E+04 5.42E+04 6.28E+04 6.51E+04 6.46E+04 6.04E+04 5.20E+04 4.43E+04 3.48E+04 2.67E+04 1.86E+04 1.26E+04 8.19E+03 5.21E+03 3.11E+03 1.78E+03 9.28E+02 4.62E+02 2.08E+02 9.42E+01 3.81E+01 9.06E+00 3.02E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   6.50  0.675  8.24E+05 1.35E+06 1.82E+07 4.26E+04 8.45E+04 1.23E+05 1.44E+05 1.51E+05 1.51E+05 1.43E+05 1.24E+05 1.07E+05 8.43E+04 6.51E+04 4.63E+04 3.20E+04 2.13E+04 1.37E+04 8.26E+03 4.87E+03 2.75E+03 1.39E+03 6.60E+02 3.00E+02 1.33E+02 4.31E+01 1.37E+01 3.02E+00 1.67E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.00  0.700  1.95E+06 3.14E+06 4.31E+07 9.68E+04 1.91E+05 2.79E+05 3.27E+05 3.45E+05 3.45E+05 3.30E+05 2.89E+05 2.51E+05 2.01E+05 1.58E+05 1.13E+05 7.89E+04 5.36E+04 3.54E+04 2.19E+04 1.29E+04 7.54E+03 3.92E+03 1.96E+03 9.26E+02 4.05E+02 1.75E+02 6.75E+01 2.20E+01 8.04E+00 1.84E+00 1.57E-01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   7.50  0.725  4.54E+06 7.23E+06 1.01E+08 2.17E+05 4.28E+05 6.24E+05 7.36E+05 7.80E+05 7.84E+05 7.55E+05 6.66E+05 5.83E+05 4.71E+05 3.72E+05 2.71E+05 1.93E+05 1.32E+05 8.79E+04 5.61E+04 3.41E+04 1.99E+04 1.06E+04 5.50E+03 2.78E+03 1.24E+03 5.75E+02 2.52E+02 9.88E+01 4.22E+01 1.74E+01 3.33E+00 1.51E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.00  0.749  1.04E+07 1.63E+07 2.31E+08 4.69E+05 9.24E+05 1.35E+06 1.62E+06 1.74E+06 1.76E+06 1.70E+06 1.51E+06 1.33E+06 1.09E+06 8.65E+05 6.37E+05 4.61E+05 3.20E+05 2.17E+05 1.40E+05 8.66E+04 5.21E+04 2.85E+04 1.51E+04 7.88E+03 3.73E+03 1.78E+03 7.97E+02 3.29E+02 1.41E+02 5.67E+01 1.98E+01 3.49E+00 3.02E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   8.50  0.772  2.37E+07 3.67E+07 5.26E+08 1.03E+06 2.03E+06 2.96E+06 3.56E+06 3.84E+06 3.90E+06 3.80E+06 3.37E+06 3.01E+06 2.47E+06 1.99E+06 1.48E+06 1.08E+06 7.61E+05 5.23E+05 3.45E+05 2.17E+05 1.32E+05 7.42E+04 4.06E+04 2.19E+04 1.07E+04 5.33E+03 2.57E+03 1.09E+03 4.75E+02 2.14E+02 8.27E+01 2.94E+01 6.04E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.00  0.794  5.33E+07 8.17E+07 1.19E+09 2.24E+06 4.40E+06 6.45E+06 7.77E+06 8.42E+06 8.59E+06 8.43E+06 7.52E+06 6.75E+06 5.58E+06 4.52E+06 3.38E+06 2.50E+06 1.78E+06 1.24E+06 8.31E+05 5.31E+05 3.31E+05 1.89E+05 1.06E+05 5.90E+04 2.96E+04 1.51E+04 7.60E+03 3.53E+03 1.59E+03 7.39E+02 3.09E+02 1.35E+02 4.83E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.816  1.19E+08 1.80E+08 2.65E+09 4.82E+06 9.50E+06 1.39E+07 1.68E+07 1.83E+07 1.87E+07 1.85E+07 1.66E+07 1.50E+07 1.25E+07 1.02E+07 7.67E+06 5.71E+06 4.11E+06 2.91E+06 1.97E+06 1.28E+06 8.09E+05 4.72E+05 2.70E+05 1.54E+05 7.96E+04 4.19E+04 2.18E+04 1.05E+04 5.07E+03 2.43E+03 1.14E+03 5.00E+02 1.84E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.837  2.62E+08 3.94E+08 5.87E+09 1.03E+07 2.03E+07 2.98E+07 3.61E+07 3.94E+07 4.05E+07 4.01E+07 3.62E+07 3.28E+07 2.76E+07 2.26E+07 1.72E+07 1.29E+07 9.40E+06 6.70E+06 4.60E+06 3.03E+06 1.95E+06 1.16E+06 6.75E+05 3.94E+05 2.08E+05 1.13E+05 6.04E+04 3.04E+04 1.49E+04 7.57E+03 3.69E+03 1.66E+03 6.45E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.878  1.38E+09 1.84E+09 2.80E+10 4.61E+07 9.11E+07 1.34E+08 1.63E+08 1.79E+08 1.85E+08 1.84E+08 1.68E+08 1.54E+08 1.31E+08 1.08E+08 8.36E+07 6.40E+07 4.74E+07 3.44E+07 2.42E+07 1.63E+07 1.07E+07 6.60E+06 3.99E+06 2.43E+06 1.34E+06 7.61E+05 4.32E+05 2.30E+05 1.20E+05 6.39E+04 3.41E+04 1.65E+04 6.79E+03 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.917  6.46E+09 8.32E+09 1.29E+11 2.01E+08 3.97E+08 5.85E+08 7.14E+08 7.87E+08 8.19E+08 8.22E+08 7.54E+08 6.97E+08 5.98E+08 5.03E+08 3.92E+08 3.05E+08 2.29E+08 1.69E+08 1.22E+08 8.37E+07 5.64E+07 3.56E+07 2.22E+07 1.39E+07 7.99E+06 4.71E+06 2.80E+06 1.56E+06 8.50E+05 4.75E+05 2.67E+05 1.37E+05 5.91E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.954  2.91E+10 3.69E+10 5.83E+11 8.76E+08 1.73E+09 2.55E+09 3.09E+09 3.40E+09 3.55E+09 3.58E+09 3.32E+09 3.09E+09 2.67E+09 2.26E+09 1.78E+09 1.40E+09 1.07E+09 8.02E+08 5.86E+08 4.11E+08 2.83E+08 1.83E+08 1.17E+08 7.57E+07 4.46E+07 2.72E+07 1.67E+07 9.68E+06 5.50E+06 3.19E+06 1.87E+06 1.00E+06 4.50E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.990  1.27E+11 1.58E+11 2.55E+12 3.64E+09 7.21E+09 1.06E+10 1.29E+10 1.42E+10 1.49E+10 1.51E+10 1.41E+10 1.32E+10 1.15E+10 9.88E+09 7.86E+09 6.28E+09 4.83E+09 3.67E+09 2.72E+09 1.94E+09 1.36E+09 9.00E+08 5.90E+08 3.89E+08 2.36E+08 1.48E+08 9.38E+07 5.61E+07 3.28E+07 1.97E+07 1.19E+07 6.59E+06 3.07E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  1.025  4.01E+11 3.91E+11 6.39E+12 8.53E+09 1.69E+10 2.50E+10 3.11E+10 3.46E+10 3.66E+10 3.70E+10 3.45E+10 3.24E+10 2.86E+10 2.46E+10 2.00E+10 1.59E+10 1.25E+10 9.56E+09 7.19E+09 5.14E+09 3.66E+09 2.47E+09 1.63E+09 1.09E+09 6.81E+08 4.30E+08 2.79E+08 1.71E+08 1.03E+08 6.26E+07 3.86E+07 2.20E+07 1.06E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.059  1.08E+12 9.64E+11 1.60E+13 2.00E+10 3.96E+10 5.86E+10 7.51E+10 8.40E+10 8.95E+10 9.07E+10 8.42E+10 7.97E+10 7.09E+10 6.14E+10 5.09E+10 4.02E+10 3.25E+10 2.49E+10 1.90E+10 1.36E+10 9.82E+09 6.76E+09 4.50E+09 3.07E+09 1.97E+09 1.25E+09 8.27E+08 5.24E+08 3.20E+08 1.99E+08 1.24E+08 7.34E+07 3.66E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.091  2.75E+12 2.38E+12 4.04E+13 4.69E+10 9.30E+10 1.38E+11 1.81E+11 2.04E+11 2.19E+11 2.22E+11 2.06E+11 1.96E+11 1.76E+11 1.53E+11 1.30E+11 1.02E+11 8.43E+10 6.48E+10 5.02E+10 3.60E+10 2.64E+10 1.85E+10 1.24E+10 8.64E+09 5.67E+09 3.62E+09 2.46E+09 1.60E+09 9.99E+08 6.30E+08 4.02E+08 2.45E+08 1.26E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.123  6.89E+12 5.90E+12 1.02E+14 1.10E+11 2.18E+11 3.23E+11 4.37E+11 4.96E+11 5.37E+11 5.45E+11 5.02E+11 4.81E+11 4.36E+11 3.82E+11 3.30E+11 2.57E+11 2.19E+11 1.69E+11 1.33E+11 9.53E+10 7.09E+10 5.08E+10 3.44E+10 2.43E+10 1.64E+10 1.05E+10 7.29E+09 4.89E+09 3.12E+09 2.00E+09 1.30E+09 8.18E+08 4.36E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.154  1.71E+13 1.46E+13 2.57E+14 2.58E+11 5.12E+11 7.58E+11 1.05E+12 1.20E+12 1.31E+12 1.34E+12 1.23E+12 1.18E+12 1.08E+12 9.52E+11 8.39E+11 6.52E+11 5.67E+11 4.39E+11 3.50E+11 2.52E+11 1.90E+11 1.39E+11 9.49E+10 6.83E+10 4.73E+10 3.05E+10 2.17E+10 1.49E+10 9.73E+09 6.35E+09 4.19E+09 2.73E+09 1.51E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.184  4.26E+13 3.63E+13 6.50E+14 6.04E+11 1.20E+12 1.78E+12 2.54E+12 2.93E+12 3.22E+12 3.28E+12 2.99E+12 2.91E+12 2.69E+12 2.37E+12 2.14E+12 1.65E+12 1.47E+12 1.14E+12 9.26E+11 6.68E+11 5.11E+11 3.82E+11 2.62E+11 1.92E+11 1.37E+11 8.83E+10 6.43E+10 4.56E+10 3.04E+10 2.02E+10 1.35E+10 9.11E+09 5.20E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.256  5.31E+14 3.54E+14 6.69E+15 5.08E+12 1.01E+13 1.50E+13 2.30E+13 2.69E+13 3.02E+13 3.09E+13 2.79E+13 2.75E+13 2.61E+13 2.33E+13 2.21E+13 1.68E+13 1.60E+13 1.25E+13 1.05E+13 7.62E+12 6.04E+12 4.75E+12 3.33E+12 2.54E+12 1.94E+12 1.27E+12 9.77E+11 7.44E+11 5.23E+11 3.62E+11 2.53E+11 1.86E+11 1.15E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.323  5.36E+15 3.51E+15 7.01E+16 4.28E+13 8.51E+13 1.27E+14 2.07E+14 2.48E+14 2.83E+14 2.91E+14 2.60E+14 2.60E+14 2.53E+14 2.29E+14 2.28E+14 1.71E+14 1.73E+14 1.36E+14 1.19E+14 8.69E+13 7.14E+13 5.91E+13 4.22E+13 3.37E+13 2.74E+13 1.81E+13 1.48E+13 1.21E+13 8.99E+12 6.50E+12 4.74E+12 3.78E+12 2.56E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.450  9.16E+17 3.61E+17 8.29E+18 3.03E+15 6.04E+15 9.04E+15 1.69E+16 2.09E+16 2.49E+16 2.58E+16 2.26E+16 2.33E+16 2.38E+16 2.21E+16 2.44E+16 1.78E+16 2.03E+16 1.63E+16 1.54E+16 1.13E+16 9.98E+15 9.15E+15 6.78E+15 5.91E+15 5.51E+15 3.73E+15 3.43E+15 3.23E+15 2.66E+15 2.09E+15 1.66E+15 1.56E+15 1.25E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.674  7.62E+21 1.52E+21 2.28E+22 1.52E+19 3.04E+19 4.59E+19 1.13E+20 1.50E+20 1.93E+20 2.03E+20 1.70E+20 1.87E+20 2.10E+20 2.05E+20 7.26E+16 5.29E+16 6.06E+16 4.86E+16 4.59E+16 3.37E+16 2.98E+16 2.73E+16 2.03E+16 1.77E+16 1.65E+16 1.11E+16 1.03E+16 9.67E+15 7.97E+15 6.27E+15 4.98E+15 4.69E+15 3.76E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.872  3.05E+22 3.05E+21 4.56E+22 3.03E+19 6.09E+19 9.18E+19 2.26E+20 3.00E+20 3.86E+20 4.06E+20 3.41E+20 3.74E+20 4.21E+20 4.10E+20 2.17E+17 1.58E+17 1.81E+17 1.45E+17 1.37E+17 1.01E+17 8.89E+16 8.16E+16 6.05E+16 5.28E+16 4.92E+16 3.33E+16 3.07E+16 2.89E+16 2.39E+16 1.88E+16 1.49E+16 1.40E+16 1.13E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.050  7.62E+22 6.09E+21 9.13E+22 6.07E+19 1.22E+20 1.84E+20 4.51E+20 6.00E+20 7.71E+20 8.11E+20 6.81E+20 7.48E+20 8.41E+20 8.20E+20 6.46E+17 4.70E+17 5.40E+17 4.33E+17 4.09E+17 3.00E+17 2.66E+17 2.44E+17 1.81E+17 1.58E+17 1.47E+17 9.96E+16 9.18E+16 8.66E+16 7.14E+16 5.62E+16 4.46E+16 4.20E+16 3.37E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.215  1.68E+23 1.22E+22 1.83E+23 1.21E+20 2.43E+20 3.67E+20 9.02E+20 1.20E+21 1.54E+21 1.62E+21 1.36E+21 1.50E+21 1.68E+21 1.64E+21 1.92E+18 1.40E+18 1.61E+18 1.29E+18 1.22E+18 8.97E+17 7.93E+17 7.28E+17 5.40E+17 4.72E+17 4.40E+17 2.98E+17 2.75E+17 2.59E+17 2.14E+17 1.68E+17 1.34E+17 1.26E+17 1.01E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
