                    *********************************************************************************
                    *  Z= 68 A=163: Positive-Parity Spin-dependent Level Density [MeV-1] for ER163  *
   9.00  0.770  7.31E+07 1.14E+08 1.69E+09 2.99E+06 5.91E+06 8.69E+06 1.05E+07 1.15E+07 1.18E+07 1.17E+07 1.06E+07 9.60E+06 7.95E+06 6.42E+06 4.98E+06 3.66E+06 2.70E+06 1.88E+06 1.25E+06 8.14E+05 4.95E+05 2.92E+05 1.67E+05 9.32E+04 4.61E+04 2.32E+04 1.13E+04 4.95E+03 2.17E+03 8.04E+02 3.11E+02 1.14E+02 4.29E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   9.50  0.791  1.66E+08 2.56E+08 3.84E+09 6.56E+06 1.30E+07 1.91E+07 2.32E+07 2.54E+07 2.62E+07 2.61E+07 2.36E+07 2.16E+07 1.80E+07 1.47E+07 1.15E+07 8.49E+06 6.33E+06 4.46E+06 3.02E+06 1.99E+06 1.24E+06 7.51E+05 4.40E+05 2.52E+05 1.30E+05 6.75E+04 3.47E+04 1.65E+04 7.20E+03 3.28E+03 1.37E+03 5.73E+02 2.13E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  10.00  0.812  3.72E+08 5.70E+08 8.63E+09 1.43E+07 2.83E+07 4.17E+07 5.08E+07 5.57E+07 5.77E+07 5.76E+07 5.24E+07 4.81E+07 4.04E+07 3.31E+07 2.61E+07 1.95E+07 1.47E+07 1.05E+07 7.18E+06 4.81E+06 3.05E+06 1.88E+06 1.13E+06 6.66E+05 3.52E+05 1.92E+05 1.01E+05 5.05E+04 2.39E+04 1.11E+04 5.43E+03 2.23E+03 8.89E+02 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  11.00  0.851  2.03E+09 2.75E+09 4.26E+10 6.64E+07 1.31E+08 1.94E+08 2.37E+08 2.61E+08 2.72E+08 2.74E+08 2.51E+08 2.32E+08 1.97E+08 1.64E+08 1.31E+08 9.95E+07 7.61E+07 5.55E+07 3.91E+07 2.68E+07 1.75E+07 1.12E+07 6.96E+06 4.32E+06 2.41E+06 1.38E+06 7.82E+05 4.19E+05 2.16E+05 1.12E+05 5.82E+04 2.63E+04 1.24E+04 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  12.00  0.889  9.86E+09 1.29E+10 2.04E+11 3.00E+08 5.94E+08 8.78E+08 1.08E+09 1.19E+09 1.25E+09 1.26E+09 1.16E+09 1.09E+09 9.32E+08 7.81E+08 6.30E+08 4.88E+08 3.79E+08 2.81E+08 2.02E+08 1.42E+08 9.51E+07 6.27E+07 4.02E+07 2.59E+07 1.50E+07 9.01E+06 5.38E+06 3.05E+06 1.67E+06 9.17E+05 5.10E+05 2.52E+05 1.26E+05 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  13.00  0.925  4.59E+10 5.92E+10 9.50E+11 1.36E+09 2.69E+09 3.97E+09 4.82E+09 5.32E+09 5.59E+09 5.67E+09 5.30E+09 4.96E+09 4.30E+09 3.61E+09 2.95E+09 2.32E+09 1.82E+09 1.37E+09 1.00E+09 7.17E+08 4.92E+08 3.33E+08 2.20E+08 1.46E+08 8.72E+07 5.43E+07 3.38E+07 2.00E+07 1.15E+07 6.65E+06 3.88E+06 2.02E+06 1.06E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  14.00  0.960  2.07E+11 2.62E+11 4.29E+12 5.84E+09 1.16E+10 1.71E+10 2.08E+10 2.31E+10 2.43E+10 2.47E+10 2.32E+10 2.19E+10 1.91E+10 1.62E+10 1.34E+10 1.07E+10 8.46E+09 6.44E+09 4.79E+09 3.49E+09 2.44E+09 1.69E+09 1.14E+09 7.75E+08 4.77E+08 3.08E+08 1.98E+08 1.21E+08 7.25E+07 4.35E+07 2.64E+07 1.43E+07 7.83E+06 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  15.00  0.994  6.70E+11 6.64E+11 1.11E+13 1.41E+10 2.79E+10 4.13E+10 5.16E+10 5.75E+10 6.11E+10 6.21E+10 5.82E+10 5.52E+10 4.84E+10 4.19E+10 3.49E+10 2.77E+10 2.24E+10 1.72E+10 1.28E+10 9.40E+09 6.74E+09 4.70E+09 3.22E+09 2.23E+09 1.41E+09 9.19E+08 6.03E+08 3.80E+08 2.33E+08 1.43E+08 8.88E+07 5.01E+07 2.81E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  16.00  1.027  1.84E+12 1.68E+12 2.85E+13 3.39E+10 6.72E+10 9.96E+10 1.28E+11 1.43E+11 1.53E+11 1.56E+11 1.46E+11 1.39E+11 1.23E+11 1.08E+11 9.10E+10 7.19E+10 5.96E+10 4.61E+10 3.44E+10 2.53E+10 1.86E+10 1.31E+10 9.10E+09 6.39E+09 4.16E+09 2.74E+09 1.84E+09 1.19E+09 7.49E+08 4.68E+08 2.98E+08 1.75E+08 1.01E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.058  4.82E+12 4.27E+12 7.36E+13 8.16E+10 1.62E+11 2.40E+11 3.17E+11 3.58E+11 3.86E+11 3.93E+11 3.65E+11 3.50E+11 3.11E+11 2.79E+11 2.37E+11 1.87E+11 1.58E+11 1.23E+11 9.21E+10 6.81E+10 5.14E+10 3.65E+10 2.57E+10 1.84E+10 1.23E+10 8.20E+09 5.60E+09 3.74E+09 2.41E+09 1.54E+09 1.00E+09 6.12E+08 3.62E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.089  1.24E+13 1.09E+13 1.91E+14 1.96E+11 3.90E+11 5.79E+11 7.84E+11 8.93E+11 9.69E+11 9.89E+11 9.13E+11 8.81E+11 7.88E+11 7.19E+11 6.17E+11 4.85E+11 4.20E+11 3.30E+11 2.47E+11 1.83E+11 1.42E+11 1.02E+11 7.27E+10 5.27E+10 3.63E+10 2.45E+10 1.71E+10 1.17E+10 7.74E+09 5.04E+09 3.37E+09 2.14E+09 1.30E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.119  3.16E+13 2.76E+13 4.95E+14 4.73E+11 9.41E+11 1.40E+12 1.94E+12 2.23E+12 2.43E+12 2.49E+12 2.29E+12 2.22E+12 2.00E+12 1.85E+12 1.61E+12 1.26E+12 1.11E+12 8.83E+11 6.61E+11 4.93E+11 3.92E+11 2.83E+11 2.05E+11 1.51E+11 1.07E+11 7.32E+10 5.20E+10 3.68E+10 2.49E+10 1.65E+10 1.13E+10 7.48E+09 4.66E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.148  8.07E+13 7.05E+13 1.29E+15 1.14E+12 2.27E+12 3.37E+12 4.81E+12 5.55E+12 6.12E+12 6.25E+12 5.73E+12 5.59E+12 5.06E+12 4.79E+12 4.19E+12 3.27E+12 2.96E+12 2.36E+12 1.77E+12 1.33E+12 1.08E+12 7.88E+11 5.80E+11 4.35E+11 3.16E+11 2.19E+11 1.58E+11 1.15E+11 8.00E+10 5.43E+10 3.81E+10 2.62E+10 1.67E+10 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.217  1.09E+15 7.37E+14 1.42E+16 1.03E+13 2.04E+13 3.04E+13 4.64E+13 5.46E+13 6.12E+13 6.28E+13 5.68E+13 5.62E+13 5.18E+13 5.12E+13 4.59E+13 3.55E+13 3.40E+13 2.77E+13 2.08E+13 1.58E+13 1.37E+13 1.02E+13 7.79E+12 6.07E+12 4.74E+12 3.37E+12 2.57E+12 2.01E+12 1.48E+12 1.06E+12 7.88E+11 5.97E+11 4.08E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.283  1.18E+16 7.80E+15 1.60E+17 9.25E+13 1.84E+14 2.74E+14 4.48E+14 5.36E+14 6.12E+14 6.30E+14 5.64E+14 5.66E+14 5.30E+14 5.47E+14 5.03E+14 3.85E+14 3.90E+14 3.24E+14 2.45E+14 1.87E+14 1.74E+14 1.32E+14 1.05E+14 8.48E+13 7.11E+13 5.20E+13 4.16E+13 3.50E+13 2.74E+13 2.06E+13 1.63E+13 1.36E+13 9.96E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.406  2.35E+18 9.28E+17 2.22E+19 7.50E+15 1.50E+16 2.24E+16 4.17E+16 5.17E+16 6.13E+16 6.34E+16 5.55E+16 5.73E+16 5.55E+16 6.26E+16 6.03E+16 4.54E+16 5.14E+16 4.45E+16 3.38E+16 2.64E+16 2.79E+16 2.22E+16 1.88E+16 1.66E+16 1.60E+16 1.24E+16 1.09E+16 1.06E+16 9.41E+15 7.84E+15 7.00E+15 7.12E+15 5.93E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.623  8.41E+21 1.68E+21 1.78E+22 4.94E+19 9.89E+19 1.49E+20 3.62E+20 4.82E+20 1.83E+17 1.89E+17 5.38E+20 1.71E+17 1.65E+17 1.87E+17 1.80E+17 1.36E+17 1.53E+17 1.33E+17 1.01E+17 7.88E+16 8.32E+16 6.62E+16 5.63E+16 4.95E+16 4.77E+16 3.71E+16 3.27E+16 3.18E+16 2.82E+16 2.35E+16 2.10E+16 2.13E+16 1.78E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.815  3.36E+22 3.36E+21 3.56E+22 9.87E+19 1.98E+20 2.97E+20 7.25E+20 9.64E+20 5.44E+17 5.63E+17 1.07E+21 5.09E+17 4.93E+17 5.57E+17 5.37E+17 4.04E+17 4.58E+17 3.97E+17 3.01E+17 2.35E+17 2.49E+17 1.98E+17 1.68E+17 1.48E+17 1.43E+17 1.11E+17 9.80E+16 9.53E+16 8.44E+16 7.03E+16 6.28E+16 6.39E+16 5.32E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  1.988  8.41E+22 6.73E+21 7.14E+22 1.97E+20 3.95E+20 5.95E+20 1.45E+21 1.93E+21 1.62E+18 1.68E+18 2.15E+21 1.52E+18 1.47E+18 1.66E+18 1.60E+18 1.21E+18 1.37E+18 1.18E+18 8.99E+17 7.03E+17 7.43E+17 5.91E+17 5.03E+17 4.43E+17 4.27E+17 3.32E+17 2.93E+17 2.85E+17 2.53E+17 2.11E+17 1.88E+17 1.92E+17 1.60E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.147  1.85E+23 1.35E+22 1.43E+23 3.95E+20 7.91E+20 1.19E+21 2.90E+21 3.86E+21 4.84E+18 5.00E+18 4.30E+21 4.52E+18 4.38E+18 4.95E+18 4.78E+18 3.60E+18 4.08E+18 3.54E+18 2.68E+18 2.10E+18 2.22E+18 1.77E+18 1.50E+18 1.32E+18 1.28E+18 9.92E+17 8.77E+17 8.54E+17 7.57E+17 6.31E+17 5.64E+17 5.74E+17 4.78E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.296  3.88E+23 2.70E+22 2.88E+23 7.89E+20 1.58E+21 2.38E+21 5.80E+21 7.71E+21 1.44E+19 1.49E+19 8.60E+21 1.35E+19 1.31E+19 1.48E+19 1.43E+19 1.07E+19 1.22E+19 1.06E+19 8.02E+18 6.27E+18 6.63E+18 5.28E+18 4.49E+18 3.96E+18 3.82E+18 2.97E+18 2.63E+18 2.56E+18 2.27E+18 1.89E+18 1.69E+18 1.72E+18 1.43E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.435  7.94E+23 5.42E+22 5.81E+23 1.58E+21 3.16E+21 4.76E+21 1.16E+22 1.54E+22 4.29E+19 4.44E+19 1.72E+22 4.01E+19 3.89E+19 4.40E+19 4.25E+19 3.20E+19 3.63E+19 3.15E+19 2.39E+19 1.87E+19 1.98E+19 1.58E+19 1.34E+19 1.18E+19 1.14E+19 8.88E+18 7.86E+18 7.65E+18 6.78E+18 5.66E+18 5.06E+18 5.15E+18 4.29E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.566  1.61E+24 1.09E+23 1.18E+24 3.16E+21 6.33E+21 9.51E+21 2.32E+22 3.08E+22 1.28E+20 1.32E+20 3.44E+22 1.20E+20 1.16E+20 1.31E+20 1.27E+20 9.55E+19 1.08E+20 9.41E+19 7.14E+19 5.59E+19 5.92E+19 4.71E+19 4.01E+19 3.54E+19 3.42E+19 2.66E+19 2.35E+19 2.29E+19 2.03E+19 1.69E+19 1.52E+19 1.54E+19 1.29E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.692  3.25E+24 2.19E+23 2.39E+24 6.31E+21 1.26E+22 1.90E+22 4.64E+22 6.17E+22 3.81E+20 3.95E+20 6.88E+22 3.57E+20 3.46E+20 3.92E+20 3.79E+20 2.85E+20 3.24E+20 2.81E+20 2.13E+20 1.67E+20 1.77E+20 1.41E+20 1.20E+20 1.06E+20 1.02E+20 7.95E+19 7.03E+19 6.86E+19 6.08E+19 5.07E+19 4.54E+19 4.63E+19 3.86E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.811  6.57E+24 4.43E+23 4.91E+24 1.26E+22 2.53E+22 3.81E+22 9.27E+22 1.23E+23 1.14E+21 1.18E+21 1.38E+23 1.06E+21 1.03E+21 1.17E+21 1.13E+21 8.50E+20 9.66E+20 8.38E+20 6.37E+20 4.98E+20 5.28E+20 4.21E+20 3.58E+20 3.16E+20 3.06E+20 2.38E+20 2.10E+20 2.05E+20 1.82E+20 1.52E+20 1.36E+20 1.39E+20 1.16E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.926  1.33E+25 9.00E+23 1.02E+25 2.53E+22 5.06E+22 7.61E+22 1.85E+23 2.47E+23 3.39E+21 3.50E+21 2.75E+23 3.17E+21 3.07E+21 3.49E+21 3.37E+21 2.54E+21 2.88E+21 2.50E+21 1.90E+21 1.49E+21 1.58E+21 1.26E+21 1.07E+21 9.45E+20 9.15E+20 7.11E+20 6.30E+20 6.14E+20 5.45E+20 4.55E+20 4.07E+20 4.15E+20 3.46E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.037  2.70E+25 1.84E+24 2.15E+25 5.05E+22 1.01E+23 1.52E+23 3.71E+23 4.93E+23 1.01E+22 1.04E+22 5.50E+23 9.44E+21 9.16E+21 1.04E+22 1.01E+22 7.56E+21 8.61E+21 7.47E+21 5.68E+21 4.44E+21 4.71E+21 3.76E+21 3.20E+21 2.83E+21 2.74E+21 2.13E+21 1.88E+21 1.84E+21 1.63E+21 1.36E+21 1.22E+21 1.24E+21 1.04E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.143  5.52E+25 3.80E+24 4.64E+25 1.01E+23 2.02E+23 3.04E+23 7.42E+23 9.87E+23 3.01E+22 3.11E+22 1.10E+24 2.81E+22 2.73E+22 3.10E+22 3.00E+22 2.26E+22 2.57E+22 2.23E+22 1.69E+22 1.33E+22 1.41E+22 1.12E+22 9.57E+21 8.45E+21 8.19E+21 6.36E+21 5.64E+21 5.51E+21 4.89E+21 4.08E+21 3.65E+21 3.73E+21 3.11E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.246  1.14E+26 7.97E+24 1.03E+26 2.02E+23 4.05E+23 6.09E+23 1.48E+24 1.97E+24 8.96E+22 9.28E+22 2.20E+24 8.38E+22 8.14E+22 9.25E+22 8.95E+22 6.73E+22 7.67E+22 6.66E+22 5.06E+22 3.96E+22 4.21E+22 3.35E+22 2.86E+22 2.53E+22 2.45E+22 1.90E+22 1.69E+22 1.65E+22 1.46E+22 1.22E+22 1.09E+22 1.12E+22 9.32E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.346  2.39E+26 1.70E+25 2.36E+26 4.04E+23 8.09E+23 1.22E+24 2.97E+24 3.95E+24 2.67E+23 2.76E+23 4.40E+24 2.50E+23 2.43E+23 2.76E+23 2.67E+23 2.01E+23 2.29E+23 1.99E+23 1.51E+23 1.18E+23 1.26E+23 1.00E+23 8.55E+22 7.55E+22 7.32E+22 5.70E+22 5.05E+22 4.93E+22 4.38E+22 3.66E+22 3.28E+22 3.35E+22 2.79E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.443  5.10E+26 3.72E+25 5.61E+26 8.08E+23 1.62E+24 2.43E+24 5.93E+24 7.89E+24 7.96E+23 8.24E+23 8.80E+24 7.45E+23 7.23E+23 8.23E+23 7.96E+23 5.99E+23 6.83E+23 5.94E+23 4.51E+23 3.53E+23 3.75E+23 2.99E+23 2.56E+23 2.26E+23 2.19E+23 1.70E+23 1.51E+23 1.48E+23 1.31E+23 1.10E+23 9.82E+22 1.00E+23 8.37E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.538  1.12E+27 8.41E+25 1.39E+27 1.62E+24 3.24E+24 4.87E+24 1.19E+25 1.58E+25 2.37E+24 2.46E+24 1.76E+25 2.22E+24 2.16E+24 2.45E+24 2.38E+24 1.79E+24 2.04E+24 1.77E+24 1.35E+24 1.05E+24 1.12E+24 8.95E+23 7.64E+23 6.75E+23 6.55E+23 5.10E+23 4.52E+23 4.42E+23 3.93E+23 3.28E+23 2.94E+23 3.00E+23 2.51E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.630  2.52E+27 1.97E+26 3.58E+27 3.23E+24 6.47E+24 9.74E+24 2.37E+25 3.16E+25 7.07E+24 7.32E+24 3.52E+25 6.61E+24 6.43E+24 7.32E+24 7.09E+24 5.33E+24 6.09E+24 5.29E+24 4.02E+24 3.15E+24 3.35E+24 2.67E+24 2.28E+24 2.02E+24 1.96E+24 1.53E+24 1.35E+24 1.32E+24 1.18E+24 9.83E+23 8.81E+23 9.00E+23 7.51E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 68 A=168: Positive-Parity Spin-dependent Level Density [MeV-1] for ER168  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29     J=30     J=31     J=32     J=33     J=34     J=35     J=36     J=37     J=38     J=39     J=40     J=41     J=42     J=43     J=44     J=45     J=46     J=47     J=48     J=49
   0.25  0.128  1.00E+00 6.28E+00 4.31E+01 1.67E+00 0.00E+00 1.54E+00 0.00E+00 1.54E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.181  2.00E+00 3.07E+00 3.38E+01 0.00E+00 0.00E+00 0.00E+00 0.00E+00 1.54E+00 0.00E+00 1.54E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
